,PMI,CPI,VIX,T10Y2Y,HY_SPREAD
1947-01-01,,21.48,,,
1947-02-01,,21.62,,,
1947-03-01,,22.0,,,
1947-04-01,,22.0,,,
1947-05-01,,21.95,,,
1947-06-01,,22.08,,,
1947-07-01,,22.23,,,
1947-08-01,,22.4,,,
1947-09-01,,22.84,,,
1947-10-01,,22.91,,,
1947-11-01,,23.06,,,
1947-12-01,,23.41,,,
1948-01-01,,23.68,,,
1948-02-01,,23.67,,,
1948-03-01,,23.5,,,
1948-04-01,,23.82,,,
1948-05-01,,24.01,,,
1948-06-01,,24.15,,,
1948-07-01,,24.4,,,
1948-08-01,,24.43,,,
1948-09-01,,24.36,,,
1948-10-01,,24.31,,,
1948-11-01,,24.16,,,
1948-12-01,,24.05,,,
1949-01-01,,24.01,,,
1949-02-01,,23.91,,,
1949-03-01,,23.91,,,
1949-04-01,,23.92,,,
1949-05-01,,23.91,,,
1949-06-01,,23.92,,,
1949-07-01,,23.7,,,
1949-08-01,,23.7,,,
1949-09-01,,23.75,,,
1949-10-01,,23.67,,,
1949-11-01,,23.7,,,
1949-12-01,,23.61,,,
1950-01-01,,23.51,,,
1950-02-01,,23.61,,,
1950-03-01,,23.64,,,
1950-04-01,,23.65,,,
1950-05-01,,23.77,,,
1950-06-01,,23.88,,,
1950-07-01,,24.07,,,
1950-08-01,,24.2,,,
1950-09-01,,24.34,,,
1950-10-01,,24.5,,,
1950-11-01,,24.6,,,
1950-12-01,,24.98,,,
1951-01-01,,25.38,,,
1951-02-01,,25.83,,,
1951-03-01,,25.88,,,
1951-04-01,,25.92,,,
1951-05-01,,25.99,,,
1951-06-01,,25.93,,,
1951-07-01,,25.91,,,
1951-08-01,,25.86,,,
1951-09-01,,26.03,,,
1951-10-01,,26.16,,,
1951-11-01,,26.32,,,
1951-12-01,,26.47,,,
1952-01-01,,26.45,,,
1952-02-01,,26.41,,,
1952-03-01,,26.39,,,
1952-04-01,,26.46,,,
1952-05-01,,26.47,,,
1952-06-01,,26.53,,,
1952-07-01,,26.68,,,
1952-08-01,,26.69,,,
1952-09-01,,26.63,,,
1952-10-01,,26.69,,,
1952-11-01,,26.69,,,
1952-12-01,,26.71,,,
1953-01-01,,26.64,,,
1953-02-01,,26.59,,,
1953-03-01,,26.63,,,
1953-04-01,,26.69,,,
1953-05-01,,26.7,,,
1953-06-01,,26.77,,,
1953-07-01,,26.79,,,
1953-08-01,,26.85,,,
1953-09-01,,26.89,,,
1953-10-01,,26.95,,,
1953-11-01,,26.85,,,
1953-12-01,,26.87,,,
1954-01-01,,26.94,,,
1954-02-01,,26.99,,,
1954-03-01,,26.93,,,
1954-04-01,,26.86,,,
1954-05-01,,26.93,,,
1954-06-01,,26.94,,,
1954-07-01,,26.86,,,
1954-08-01,,26.85,,,
1954-09-01,,26.81,,,
1954-10-01,,26.72,,,
1954-11-01,,26.78,,,
1954-12-01,,26.77,,,
1955-01-01,,26.77,,,
1955-02-01,,26.82,,,
1955-03-01,,26.79,,,
1955-04-01,,26.79,,,
1955-05-01,,26.77,,,
1955-06-01,,26.71,,,
1955-07-01,,26.76,,,
1955-08-01,,26.72,,,
1955-09-01,,26.85,,,
1955-10-01,,26.82,,,
1955-11-01,,26.88,,,
1955-12-01,,26.87,,,
1956-01-01,,26.83,,,
1956-02-01,,26.86,,,
1956-03-01,,26.89,,,
1956-04-01,,26.93,,,
1956-05-01,,27.03,,,
1956-06-01,,27.15,,,
1956-07-01,,27.29,,,
1956-08-01,,27.31,,,
1956-09-01,,27.35,,,
1956-10-01,,27.51,,,
1956-11-01,,27.51,,,
1956-12-01,,27.63,,,
1957-01-01,,27.67,,,
1957-02-01,,27.8,,,
1957-03-01,,27.86,,,
1957-04-01,,27.93,,,
1957-05-01,,28.0,,,
1957-06-01,,28.11,,,
1957-07-01,,28.19,,,
1957-08-01,,28.28,,,
1957-09-01,,28.32,,,
1957-10-01,,28.32,,,
1957-11-01,,28.41,,,
1957-12-01,,28.47,,,
1958-01-01,,28.64,,,
1958-02-01,,28.7,,,
1958-03-01,,28.87,,,
1958-04-01,,28.94,,,
1958-05-01,,28.94,,,
1958-06-01,,28.91,,,
1958-07-01,,28.89,,,
1958-08-01,,28.94,,,
1958-09-01,,28.91,,,
1958-10-01,,28.91,,,
1958-11-01,,28.95,,,
1958-12-01,,28.97,,,
1959-01-01,,29.01,,,
1959-02-01,,29.0,,,
1959-03-01,,28.97,,,
1959-04-01,,28.98,,,
1959-05-01,,29.04,,,
1959-06-01,,29.11,,,
1959-07-01,,29.15,,,
1959-08-01,,29.18,,,
1959-09-01,,29.25,,,
1959-10-01,,29.35,,,
1959-11-01,,29.35,,,
1959-12-01,,29.41,,,
1960-01-01,,29.37,,,
1960-02-01,,29.41,,,
1960-03-01,,29.41,,,
1960-04-01,,29.54,,,
1960-05-01,,29.57,,,
1960-06-01,,29.61,,,
1960-07-01,,29.55,,,
1960-08-01,,29.61,,,
1960-09-01,,29.61,,,
1960-10-01,,29.75,,,
1960-11-01,,29.78,,,
1960-12-01,,29.81,,,
1961-01-01,,29.84,,,
1961-02-01,,29.84,,,
1961-03-01,,29.84,,,
1961-04-01,,29.81,,,
1961-05-01,,29.84,,,
1961-06-01,,29.84,,,
1961-07-01,,29.92,,,
1961-08-01,,29.94,,,
1961-09-01,,29.98,,,
1961-10-01,,29.98,,,
1961-11-01,,29.98,,,
1961-12-01,,30.01,,,
1962-01-01,,30.04,,,
1962-02-01,,30.11,,,
1962-03-01,,30.17,,,
1962-04-01,,30.21,,,
1962-05-01,,30.24,,,
1962-06-01,,30.21,,,
1962-07-01,,30.22,,,
1962-08-01,,30.28,,,
1962-09-01,,30.42,,,
1962-10-01,,30.38,,,
1962-11-01,,30.38,,,
1962-12-01,,30.38,,,
1963-01-01,,30.44,,,
1963-02-01,,30.48,,,
1963-03-01,,30.51,,,
1963-04-01,,30.48,,,
1963-05-01,,30.51,,,
1963-06-01,,30.61,,,
1963-07-01,,30.69,,,
1963-08-01,,30.75,,,
1963-09-01,,30.72,,,
1963-10-01,,30.75,,,
1963-11-01,,30.78,,,
1963-12-01,,30.88,,,
1964-01-01,,30.94,,,
1964-02-01,,30.91,,,
1964-03-01,,30.94,,,
1964-04-01,,30.95,,,
1964-05-01,,30.98,,,
1964-06-01,,31.01,,,
1964-07-01,,31.02,,,
1964-08-01,,31.05,,,
1964-09-01,,31.08,,,
1964-10-01,,31.12,,,
1964-11-01,,31.21,,,
1964-12-01,,31.25,,,
1965-01-01,,31.28,,,
1965-02-01,,31.28,,,
1965-03-01,,31.31,,,
1965-04-01,,31.38,,,
1965-05-01,,31.48,,,
1965-06-01,,31.61,,,
1965-07-01,,31.58,,,
1965-08-01,,31.55,,,
1965-09-01,,31.62,,,
1965-10-01,,31.65,,,
1965-11-01,,31.75,,,
1965-12-01,,31.85,,,
1966-01-01,,31.88,,,
1966-02-01,,32.08,,,
1966-03-01,,32.18,,,
1966-04-01,,32.28,,,
1966-05-01,,32.35,,,
1966-06-01,,32.38,,,
1966-07-01,,32.45,,,
1966-08-01,,32.65,,,
1966-09-01,,32.75,,,
1966-10-01,,32.85,,,
1966-11-01,,32.88,,,
1966-12-01,,32.92,,,
1967-01-01,,32.9,,,
1967-02-01,,33.0,,,
1967-03-01,,33.0,,,
1967-04-01,,33.1,,,
1967-05-01,,33.1,,,
1967-06-01,,33.3,,,
1967-07-01,,33.4,,,
1967-08-01,,33.5,,,
1967-09-01,,33.6,,,
1967-10-01,,33.7,,,
1967-11-01,,33.9,,,
1967-12-01,,34.0,,,
1968-01-01,,34.1,,,
1968-02-01,,34.2,,,
1968-03-01,,34.3,,,
1968-04-01,,34.4,,,
1968-05-01,,34.5,,,
1968-06-01,,34.7,,,
1968-07-01,,34.9,,,
1968-08-01,,35.0,,,
1968-09-01,,35.1,,,
1968-10-01,,35.3,,,
1968-11-01,,35.4,,,
1968-12-01,,35.6,,,
1969-01-01,,35.7,,,
1969-02-01,,35.8,,,
1969-03-01,,36.1,,,
1969-04-01,,36.3,,,
1969-05-01,,36.4,,,
1969-06-01,,36.6,,,
1969-07-01,,36.8,,,
1969-08-01,,36.9,,,
1969-09-01,,37.1,,,
1969-10-01,,37.3,,,
1969-11-01,,37.5,,,
1969-12-01,,37.7,,,
1970-01-01,,37.9,,,
1970-02-01,,38.1,,,
1970-03-01,,38.3,,,
1970-04-01,,38.5,,,
1970-05-01,,38.6,,,
1970-06-01,,38.8,,,
1970-07-01,,38.9,,,
1970-08-01,,39.0,,,
1970-09-01,,39.2,,,
1970-10-01,,39.4,,,
1970-11-01,,39.6,,,
1970-12-01,,39.8,,,
1971-01-01,,39.9,,,
1971-02-01,,39.9,,,
1971-03-01,,40.0,,,
1971-04-01,,40.1,,,
1971-05-01,,40.3,,,
1971-06-01,,40.5,,,
1971-07-01,,40.6,,,
1971-08-01,,40.7,,,
1971-09-01,,40.8,,,
1971-10-01,,40.9,,,
1971-11-01,,41.0,,,
1971-12-01,,41.1,,,
1972-01-01,36.0361,41.2,,,
1972-02-01,36.3103,41.4,,,
1972-03-01,36.5521,41.4,,,
1972-04-01,36.9727,41.5,,,
1972-05-01,37.0413,41.6,,,
1972-06-01,37.153,41.7,,,
1972-07-01,37.1417,41.8,,,
1972-08-01,37.6426,41.9,,,
1972-09-01,37.9199,42.1,,,
1972-10-01,38.4827,42.2,,,
1972-11-01,38.9812,42.4,,,
1972-12-01,39.5366,42.5,,,
1973-01-01,39.8364,42.7,,,
1973-02-01,40.4666,43.0,,,
1973-03-01,40.5415,43.4,,,
1973-04-01,40.4817,43.7,,,
1973-05-01,40.7559,43.9,,,
1973-06-01,40.7705,44.2,,,
1973-07-01,40.9505,44.2,,,
1973-08-01,40.843,45.0,,,
1973-09-01,41.1864,45.2,,,
1973-10-01,41.6101,45.6,,,
1973-11-01,41.897,45.9,,,
1973-12-01,41.9012,46.3,,,
1974-01-01,41.5515,46.8,,,
1974-02-01,41.373,47.3,,,
1974-03-01,41.3508,47.8,,,
1974-04-01,41.1748,48.1,,,
1974-05-01,41.4617,48.6,,,
1974-06-01,41.4908,49.0,,,
1974-07-01,41.4859,49.3,,,
1974-08-01,41.0948,49.9,,,
1974-09-01,41.1427,50.6,,,
1974-10-01,40.8692,51.0,,,
1974-11-01,39.6142,51.5,,,
1974-12-01,37.7762,51.9,,,
1975-01-01,36.9716,52.3,,,
1975-02-01,35.9323,52.6,,,
1975-03-01,35.4268,52.8,,,
1975-04-01,35.4464,53.0,,,
1975-05-01,35.3608,53.1,,,
1975-06-01,35.6617,53.5,,,
1975-07-01,36.1844,54.0,,,
1975-08-01,36.5639,54.2,,,
1975-09-01,37.1993,54.6,,,
1975-10-01,37.4066,54.9,,,
1975-11-01,37.4881,55.3,,,
1975-12-01,38.0151,55.6,,,
1976-01-01,38.4775,55.8,,,
1976-02-01,39.0789,55.9,,,
1976-03-01,39.2002,56.0,,,
1976-04-01,39.4075,56.1,,,
1976-05-01,39.6087,56.4,,,
1976-06-01,39.6494,56.7,,0.68,
1976-06-02,39.6494,56.7,,0.71,
1976-06-03,39.6494,56.7,,0.7,
1976-06-04,39.6494,56.7,,0.77,
1976-06-07,39.6494,56.7,,0.79,
1976-06-08,39.6494,56.7,,0.79,
1976-06-09,39.6494,56.7,,0.82,
1976-06-10,39.6494,56.7,,0.86,
1976-06-11,39.6494,56.7,,0.83,
1976-06-14,39.6494,56.7,,0.83,
1976-06-15,39.6494,56.7,,0.83,
1976-06-16,39.6494,56.7,,0.81,
1976-06-17,39.6494,56.7,,0.79,
1976-06-18,39.6494,56.7,,0.82,
1976-06-21,39.6494,56.7,,0.85,
1976-06-22,39.6494,56.7,,0.8,
1976-06-23,39.6494,56.7,,0.8,
1976-06-24,39.6494,56.7,,0.82,
1976-06-25,39.6494,56.7,,0.81,
1976-06-28,39.6494,56.7,,0.84,
1976-06-29,39.6494,56.7,,0.84,
1976-06-30,39.6494,56.7,,0.84,
1976-07-01,39.9339,57.0,,0.86,
1976-07-02,39.9339,57.0,,0.85,
1976-07-05,39.9339,57.0,,0.85,
1976-07-06,39.9339,57.0,,0.86,
1976-07-07,39.9339,57.0,,0.85,
1976-07-08,39.9339,57.0,,0.9,
1976-07-09,39.9339,57.0,,1.01,
1976-07-12,39.9339,57.0,,1.04,
1976-07-13,39.9339,57.0,,1.03,
1976-07-14,39.9339,57.0,,1.03,
1976-07-15,39.9339,57.0,,1.05,
1976-07-16,39.9339,57.0,,0.98,
1976-07-19,39.9339,57.0,,0.97,
1976-07-20,39.9339,57.0,,0.96,
1976-07-21,39.9339,57.0,,0.96,
1976-07-22,39.9339,57.0,,0.95,
1976-07-23,39.9339,57.0,,0.94,
1976-07-26,39.9339,57.0,,1.01,
1976-07-27,39.9339,57.0,,1.09,
1976-07-28,39.9339,57.0,,1.06,
1976-07-29,39.9339,57.0,,1.1,
1976-07-30,39.9339,57.0,,1.12,
1976-08-01,40.1839,57.3,,1.12,
1976-08-02,40.1839,57.3,,1.1,
1976-08-03,40.1839,57.3,,1.1,
1976-08-04,40.1839,57.3,,1.08,
1976-08-05,40.1839,57.3,,1.08,
1976-08-06,40.1839,57.3,,1.13,
1976-08-09,40.1839,57.3,,1.16,
1976-08-10,40.1839,57.3,,1.16,
1976-08-11,40.1839,57.3,,1.16,
1976-08-12,40.1839,57.3,,1.17,
1976-08-13,40.1839,57.3,,1.18,
1976-08-16,40.1839,57.3,,1.17,
1976-08-17,40.1839,57.3,,1.18,
1976-08-18,40.1839,57.3,,1.17,
1976-08-19,40.1839,57.3,,1.15,
1976-08-20,40.1839,57.3,,1.08,
1976-08-23,40.1839,57.3,,1.11,
1976-08-24,40.1839,57.3,,1.12,
1976-08-25,40.1839,57.3,,1.16,
1976-08-26,40.1839,57.3,,1.14,
1976-08-27,40.1839,57.3,,1.12,
1976-08-30,40.1839,57.3,,1.14,
1976-08-31,40.1839,57.3,,1.16,
1976-09-01,40.294,57.6,,1.14,
1976-09-02,40.294,57.6,,1.13,
1976-09-03,40.294,57.6,,1.13,
1976-09-06,40.294,57.6,,1.13,
1976-09-07,40.294,57.6,,1.18,
1976-09-08,40.294,57.6,,1.2,
1976-09-09,40.294,57.6,,1.17,
1976-09-10,40.294,57.6,,1.18,
1976-09-13,40.294,57.6,,1.17,
1976-09-14,40.294,57.6,,1.15,
1976-09-15,40.294,57.6,,1.17,
1976-09-16,40.294,57.6,,1.19,
1976-09-17,40.294,57.6,,1.23,
1976-09-20,40.294,57.6,,1.18,
1976-09-21,40.294,57.6,,1.21,
1976-09-22,40.294,57.6,,1.17,
1976-09-23,40.294,57.6,,1.19,
1976-09-24,40.294,57.6,,1.14,
1976-09-27,40.294,57.6,,1.19,
1976-09-28,40.294,57.6,,1.2,
1976-09-29,40.294,57.6,,1.2,
1976-09-30,40.294,57.6,,1.22,
1976-10-01,40.232,57.9,,1.25,
1976-10-04,40.232,57.9,,1.27,
1976-10-05,40.232,57.9,,1.28,
1976-10-06,40.232,57.9,,1.33,
1976-10-07,40.232,57.9,,1.34,
1976-10-08,40.232,57.9,,1.51,
1976-10-11,40.232,57.9,,1.51,
1976-10-12,40.232,57.9,,1.55,
1976-10-13,40.232,57.9,,1.53,
1976-10-14,40.232,57.9,,1.53,
1976-10-15,40.232,57.9,,1.56,
1976-10-18,40.232,57.9,,1.54,
1976-10-19,40.232,57.9,,1.5,
1976-10-20,40.232,57.9,,1.43,
1976-10-21,40.232,57.9,,1.41,
1976-10-22,40.232,57.9,,1.41,
1976-10-25,40.232,57.9,,1.42,
1976-10-26,40.232,57.9,,1.43,
1976-10-27,40.232,57.9,,1.44,
1976-10-28,40.232,57.9,,1.42,
1976-10-29,40.232,57.9,,1.39,
1976-11-01,40.7719,58.1,,1.35,
1976-11-02,40.7719,58.1,,1.35,
1976-11-03,40.7719,58.1,,1.37,
1976-11-04,40.7719,58.1,,1.43,
1976-11-05,40.7719,58.1,,1.4,
1976-11-08,40.7719,58.1,,1.42,
1976-11-09,40.7719,58.1,,1.39,
1976-11-10,40.7719,58.1,,1.42,
1976-11-11,40.7719,58.1,,1.42,
1976-11-12,40.7719,58.1,,1.42,
1976-11-15,40.7719,58.1,,1.41,
1976-11-16,40.7719,58.1,,1.47,
1976-11-17,40.7719,58.1,,1.5,
1976-11-18,40.7719,58.1,,1.5,
1976-11-19,40.7719,58.1,,1.57,
1976-11-22,40.7719,58.1,,1.61,
1976-11-23,40.7719,58.1,,1.57,
1976-11-24,40.7719,58.1,,1.58,
1976-11-25,40.7719,58.1,,1.58,
1976-11-26,40.7719,58.1,,1.58,
1976-11-29,40.7719,58.1,,1.56,
1976-11-30,40.7719,58.1,,1.59,
1976-12-01,41.2237,58.4,,1.57,
1976-12-02,41.2237,58.4,,1.58,
1976-12-03,41.2237,58.4,,1.55,
1976-12-06,41.2237,58.4,,1.5,
1976-12-07,41.2237,58.4,,1.47,
1976-12-08,41.2237,58.4,,1.48,
1976-12-09,41.2237,58.4,,1.48,
1976-12-10,41.2237,58.4,,1.51,
1976-12-13,41.2237,58.4,,1.47,
1976-12-14,41.2237,58.4,,1.5,
1976-12-15,41.2237,58.4,,1.5,
1976-12-16,41.2237,58.4,,1.48,
1976-12-17,41.2237,58.4,,1.48,
1976-12-20,41.2237,58.4,,1.5,
1976-12-21,41.2237,58.4,,1.48,
1976-12-22,41.2237,58.4,,1.52,
1976-12-23,41.2237,58.4,,1.48,
1976-12-24,41.2237,58.4,,1.48,
1976-12-27,41.2237,58.4,,1.47,
1976-12-28,41.2237,58.4,,1.47,
1976-12-29,41.2237,58.4,,1.45,
1976-12-30,41.2237,58.4,,1.42,
1976-12-31,41.2237,58.4,,1.47,
1977-01-01,41.0686,58.7,,1.47,
1977-01-03,41.0686,58.7,,1.42,
1977-01-04,41.0686,58.7,,1.4,
1977-01-05,41.0686,58.7,,1.4,
1977-01-06,41.0686,58.7,,1.36,
1977-01-07,41.0686,58.7,,1.39,
1977-01-10,41.0686,58.7,,1.41,
1977-01-11,41.0686,58.7,,1.41,
1977-01-12,41.0686,58.7,,1.42,
1977-01-13,41.0686,58.7,,1.39,
1977-01-14,41.0686,58.7,,1.32,
1977-01-17,41.0686,58.7,,1.3,
1977-01-18,41.0686,58.7,,1.3,
1977-01-19,41.0686,58.7,,1.26,
1977-01-20,41.0686,58.7,,1.25,
1977-01-21,41.0686,58.7,,1.26,
1977-01-24,41.0686,58.7,,1.25,
1977-01-25,41.0686,58.7,,1.24,
1977-01-26,41.0686,58.7,,1.24,
1977-01-27,41.0686,58.7,,1.17,
1977-01-28,41.0686,58.7,,1.18,
1977-01-31,41.0686,58.7,,1.22,
1977-02-01,41.8282,59.3,,1.21,
1977-02-02,41.8282,59.3,,1.19,
1977-02-03,41.8282,59.3,,1.26,
1977-02-04,41.8282,59.3,,1.25,
1977-02-07,41.8282,59.3,,1.3,
1977-02-08,41.8282,59.3,,1.29,
1977-02-09,41.8282,59.3,,1.33,
1977-02-10,41.8282,59.3,,1.3,
1977-02-11,41.8282,59.3,,1.34,
1977-02-14,41.8282,59.3,,1.32,
1977-02-15,41.8282,59.3,,1.32,
1977-02-16,41.8282,59.3,,1.32,
1977-02-17,41.8282,59.3,,1.27,
1977-02-18,41.8282,59.3,,1.35,
1977-02-21,41.8282,59.3,,1.35,
1977-02-22,41.8282,59.3,,1.33,
1977-02-23,41.8282,59.3,,1.36,
1977-02-24,41.8282,59.3,,1.3,
1977-02-25,41.8282,59.3,,1.34,
1977-02-28,41.8282,59.3,,1.37,
1977-03-01,42.4457,59.6,,1.33,
1977-03-02,42.4457,59.6,,1.33,
1977-03-03,42.4457,59.6,,1.35,
1977-03-04,42.4457,59.6,,1.38,
1977-03-07,42.4457,59.6,,1.38,
1977-03-08,42.4457,59.6,,1.38,
1977-03-09,42.4457,59.6,,1.38,
1977-03-10,42.4457,59.6,,1.38,
1977-03-11,42.4457,59.6,,1.35,
1977-03-14,42.4457,59.6,,1.39,
1977-03-15,42.4457,59.6,,1.38,
1977-03-16,42.4457,59.6,,1.36,
1977-03-17,42.4457,59.6,,1.33,
1977-03-18,42.4457,59.6,,1.36,
1977-03-21,42.4457,59.6,,1.4,
1977-03-22,42.4457,59.6,,1.39,
1977-03-23,42.4457,59.6,,1.4,
1977-03-24,42.4457,59.6,,1.39,
1977-03-25,42.4457,59.6,,1.38,
1977-03-28,42.4457,59.6,,1.36,
1977-03-29,42.4457,59.6,,1.39,
1977-03-30,42.4457,59.6,,1.39,
1977-03-31,42.4457,59.6,,1.41,
1977-04-01,42.8751,60.0,,1.41,
1977-04-04,42.8751,60.0,,1.41,
1977-04-05,42.8751,60.0,,1.46,
1977-04-06,42.8751,60.0,,1.42,
1977-04-07,42.8751,60.0,,1.41,
1977-04-08,42.8751,60.0,,1.41,
1977-04-11,42.8751,60.0,,1.43,
1977-04-12,42.8751,60.0,,1.41,
1977-04-13,42.8751,60.0,,1.4,
1977-04-14,42.8751,60.0,,1.49,
1977-04-15,42.8751,60.0,,1.47,
1977-04-18,42.8751,60.0,,1.45,
1977-04-19,42.8751,60.0,,1.43,
1977-04-20,42.8751,60.0,,1.37,
1977-04-21,42.8751,60.0,,1.39,
1977-04-22,42.8751,60.0,,1.37,
1977-04-25,42.8751,60.0,,1.39,
1977-04-26,42.8751,60.0,,1.38,
1977-04-27,42.8751,60.0,,1.37,
1977-04-28,42.8751,60.0,,1.37,
1977-04-29,42.8751,60.0,,1.31,
1977-05-01,43.2315,60.2,,1.31,
1977-05-02,43.2315,60.2,,1.3,
1977-05-03,43.2315,60.2,,1.29,
1977-05-04,43.2315,60.2,,1.34,
1977-05-05,43.2315,60.2,,1.31,
1977-05-06,43.2315,60.2,,1.26,
1977-05-09,43.2315,60.2,,1.25,
1977-05-10,43.2315,60.2,,1.25,
1977-05-11,43.2315,60.2,,1.18,
1977-05-12,43.2315,60.2,,1.18,
1977-05-13,43.2315,60.2,,1.2,
1977-05-16,43.2315,60.2,,1.2,
1977-05-17,43.2315,60.2,,1.2,
1977-05-18,43.2315,60.2,,1.19,
1977-05-19,43.2315,60.2,,1.12,
1977-05-20,43.2315,60.2,,1.06,
1977-05-23,43.2315,60.2,,1.08,
1977-05-24,43.2315,60.2,,1.11,
1977-05-25,43.2315,60.2,,1.16,
1977-05-26,43.2315,60.2,,1.18,
1977-05-27,43.2315,60.2,,1.18,
1977-05-30,43.2315,60.2,,1.18,
1977-05-31,43.2315,60.2,,1.2,
1977-06-01,43.6251,60.5,,1.14,
1977-06-02,43.6251,60.5,,1.19,
1977-06-03,43.6251,60.5,,1.17,
1977-06-06,43.6251,60.5,,1.19,
1977-06-07,43.6251,60.5,,1.19,
1977-06-08,43.6251,60.5,,1.21,
1977-06-09,43.6251,60.5,,1.19,
1977-06-10,43.6251,60.5,,1.15,
1977-06-13,43.6251,60.5,,1.14,
1977-06-14,43.6251,60.5,,1.14,
1977-06-15,43.6251,60.5,,1.12,
1977-06-16,43.6251,60.5,,1.12,
1977-06-17,43.6251,60.5,,1.14,
1977-06-20,43.6251,60.5,,1.16,
1977-06-21,43.6251,60.5,,1.14,
1977-06-22,43.6251,60.5,,1.13,
1977-06-23,43.6251,60.5,,1.14,
1977-06-24,43.6251,60.5,,1.1,
1977-06-27,43.6251,60.5,,1.14,
1977-06-28,43.6251,60.5,,1.1,
1977-06-29,43.6251,60.5,,1.14,
1977-06-30,43.6251,60.5,,1.12,
1977-07-01,43.6276,60.8,,1.22,
1977-07-04,43.6276,60.8,,1.22,
1977-07-05,43.6276,60.8,,1.23,
1977-07-06,43.6276,60.8,,1.23,
1977-07-07,43.6276,60.8,,1.14,
1977-07-08,43.6276,60.8,,1.12,
1977-07-11,43.6276,60.8,,1.11,
1977-07-12,43.6276,60.8,,1.1,
1977-07-13,43.6276,60.8,,1.09,
1977-07-14,43.6276,60.8,,1.09,
1977-07-15,43.6276,60.8,,1.05,
1977-07-18,43.6276,60.8,,1.04,
1977-07-19,43.6276,60.8,,1.02,
1977-07-20,43.6276,60.8,,0.97,
1977-07-21,43.6276,60.8,,0.94,
1977-07-22,43.6276,60.8,,0.96,
1977-07-25,43.6276,60.8,,0.99,
1977-07-26,43.6276,60.8,,1.0,
1977-07-27,43.6276,60.8,,0.99,
1977-07-28,43.6276,60.8,,0.93,
1977-07-29,43.6276,60.8,,0.92,
1977-08-01,43.861,61.1,,0.94,
1977-08-02,43.861,61.1,,0.9,
1977-08-03,43.861,61.1,,0.89,
1977-08-04,43.861,61.1,,0.91,
1977-08-05,43.861,61.1,,0.89,
1977-08-08,43.861,61.1,,0.89,
1977-08-09,43.861,61.1,,0.87,
1977-08-10,43.861,61.1,,0.87,
1977-08-11,43.861,61.1,,0.83,
1977-08-12,43.861,61.1,,0.8,
1977-08-15,43.861,61.1,,0.77,
1977-08-16,43.861,61.1,,0.74,
1977-08-17,43.861,61.1,,0.72,
1977-08-18,43.861,61.1,,0.74,
1977-08-19,43.861,61.1,,0.73,
1977-08-22,43.861,61.1,,0.73,
1977-08-23,43.861,61.1,,0.72,
1977-08-24,43.861,61.1,,0.68,
1977-08-25,43.861,61.1,,0.7,
1977-08-26,43.861,61.1,,0.65,
1977-08-29,43.861,61.1,,0.69,
1977-08-30,43.861,61.1,,0.71,
1977-08-31,43.861,61.1,,0.69,
1977-09-01,43.8618,61.3,,0.73,
1977-09-02,43.8618,61.3,,0.71,
1977-09-05,43.8618,61.3,,0.71,
1977-09-06,43.8618,61.3,,0.72,
1977-09-07,43.8618,61.3,,0.72,
1977-09-08,43.8618,61.3,,0.74,
1977-09-09,43.8618,61.3,,0.6,
1977-09-12,43.8618,61.3,,0.6,
1977-09-13,43.8618,61.3,,0.62,
1977-09-14,43.8618,61.3,,0.6,
1977-09-15,43.8618,61.3,,0.63,
1977-09-16,43.8618,61.3,,0.64,
1977-09-19,43.8618,61.3,,0.66,
1977-09-20,43.8618,61.3,,0.66,
1977-09-21,43.8618,61.3,,0.65,
1977-09-22,43.8618,61.3,,0.54,
1977-09-23,43.8618,61.3,,0.53,
1977-09-26,43.8618,61.3,,0.53,
1977-09-27,43.8618,61.3,,0.58,
1977-09-28,43.8618,61.3,,0.57,
1977-09-29,43.8618,61.3,,0.6,
1977-09-30,43.8618,61.3,,0.59,
1977-10-01,43.9582,61.6,,0.59,
1977-10-03,43.9582,61.6,,0.57,
1977-10-04,43.9582,61.6,,0.56,
1977-10-05,43.9582,61.6,,0.54,
1977-10-06,43.9582,61.6,,0.55,
1977-10-07,43.9582,61.6,,0.52,
1977-10-10,43.9582,61.6,,0.52,
1977-10-11,43.9582,61.6,,0.48,
1977-10-12,43.9582,61.6,,0.4,
1977-10-13,43.9582,61.6,,0.35,
1977-10-14,43.9582,61.6,,0.37,
1977-10-17,43.9582,61.6,,0.33,
1977-10-18,43.9582,61.6,,0.32,
1977-10-19,43.9582,61.6,,0.32,
1977-10-20,43.9582,61.6,,0.34,
1977-10-21,43.9582,61.6,,0.33,
1977-10-24,43.9582,61.6,,0.36,
1977-10-25,43.9582,61.6,,0.38,
1977-10-26,43.9582,61.6,,0.4,
1977-10-27,43.9582,61.6,,0.42,
1977-10-28,43.9582,61.6,,0.42,
1977-10-31,43.9582,61.6,,0.39,
1977-11-01,44.0755,62.0,,0.4,
1977-11-02,44.0755,62.0,,0.45,
1977-11-03,44.0755,62.0,,0.46,
1977-11-04,44.0755,62.0,,0.44,
1977-11-07,44.0755,62.0,,0.45,
1977-11-08,44.0755,62.0,,0.45,
1977-11-09,44.0755,62.0,,0.44,
1977-11-10,44.0755,62.0,,0.44,
1977-11-11,44.0755,62.0,,0.44,
1977-11-14,44.0755,62.0,,0.46,
1977-11-15,44.0755,62.0,,0.45,
1977-11-16,44.0755,62.0,,0.43,
1977-11-17,44.0755,62.0,,0.44,
