,PMI,CPI,VIX,T10Y2Y,HY_SPREAD
2018-08-15,102.0029,251.663,14.64,0.25,
2018-08-16,102.0029,251.663,13.45,0.24,
2018-08-17,102.0029,251.663,12.64,0.26,
2018-08-20,102.0029,251.663,12.49,0.22,
2018-08-21,102.0029,251.663,12.86,0.24,
2018-08-22,102.0029,251.663,12.25,0.22,
2018-08-23,102.0029,251.663,12.41,0.21,
2018-08-24,102.0029,251.663,11.99,0.19,
2018-08-27,102.0029,251.663,12.16,0.18,
2018-08-28,102.0029,251.663,12.5,0.21,
2018-08-29,102.0029,251.663,12.25,0.22,
2018-08-30,102.0029,251.663,13.53,0.22,
2018-08-31,102.0029,251.663,12.86,0.24,
2018-09-01,102.0449,252.182,12.86,0.24,
2018-09-03,102.0449,252.182,12.86,0.24,
2018-09-04,102.0449,252.182,13.16,0.24,
2018-09-05,102.0449,252.182,13.91,0.24,
2018-09-06,102.0449,252.182,14.65,0.24,
2018-09-07,102.0449,252.182,14.88,0.23,
2018-09-10,102.0449,252.182,14.16,0.21,
2018-09-11,102.0449,252.182,13.22,0.22,
2018-09-12,102.0449,252.182,13.14,0.23,
2018-09-13,102.0449,252.182,12.37,0.21,
2018-09-14,102.0449,252.182,12.07,0.21,
2018-09-17,102.0449,252.182,13.68,0.21,
2018-09-18,102.0449,252.182,12.79,0.24,
2018-09-19,102.0449,252.182,11.75,0.27,
2018-09-20,102.0449,252.182,11.8,0.26,
2018-09-21,102.0449,252.182,11.68,0.26,
2018-09-24,102.0449,252.182,12.2,0.25,
2018-09-25,102.0449,252.182,12.42,0.27,
2018-09-26,102.0449,252.182,12.89,0.23,
2018-09-27,102.0449,252.182,12.41,0.23,
2018-09-28,102.0449,252.182,12.12,0.24,
2018-10-01,101.6625,252.772,12.0,0.27,
2018-10-02,101.6625,252.772,12.05,0.23,
2018-10-03,101.6625,252.772,11.61,0.3,
2018-10-04,101.6625,252.772,14.22,0.32,
2018-10-05,101.6625,252.772,14.82,0.35,
2018-10-08,101.6625,252.772,15.69,0.35,
2018-10-09,101.6625,252.772,15.95,0.33,
2018-10-10,101.6625,252.772,22.96,0.34,
2018-10-11,101.6625,252.772,24.98,0.29,
2018-10-12,101.6625,252.772,21.31,0.3,
2018-10-15,101.6625,252.772,21.3,0.31,
2018-10-16,101.6625,252.772,17.62,0.29,
2018-10-17,101.6625,252.772,17.4,0.3,
2018-10-18,101.6625,252.772,20.06,0.3,
2018-10-19,101.6625,252.772,19.89,0.28,
2018-10-22,101.6625,252.772,19.64,0.28,
2018-10-23,101.6625,252.772,20.71,0.28,
2018-10-24,101.6625,252.772,25.23,0.26,
2018-10-25,101.6625,252.772,24.22,0.28,
2018-10-26,101.6625,252.772,24.16,0.27,
2018-10-29,101.6625,252.772,24.7,0.27,
2018-10-30,101.6625,252.772,23.35,0.28,
2018-10-31,101.6625,252.772,21.23,0.28,
2018-11-01,101.403,252.594,19.34,0.3,
2018-11-02,101.403,252.594,19.51,0.31,
2018-11-05,101.403,252.594,19.96,0.29,
2018-11-06,101.403,252.594,19.91,0.29,
2018-11-07,101.403,252.594,16.36,0.26,
2018-11-08,101.403,252.594,16.72,0.26,
2018-11-09,101.403,252.594,17.36,0.25,
2018-11-12,101.403,252.594,20.45,0.25,
2018-11-13,101.403,252.594,20.02,0.25,
2018-11-14,101.403,252.594,21.25,0.26,
2018-11-15,101.403,252.594,19.98,0.25,
2018-11-16,101.403,252.594,18.14,0.27,
2018-11-19,101.403,252.594,20.1,0.27,
2018-11-20,101.403,252.594,22.48,0.27,
2018-11-21,101.403,252.594,20.8,0.25,
2018-11-22,101.403,252.594,20.8,0.25,
2018-11-23,101.403,252.594,21.52,0.24,
2018-11-26,101.403,252.594,18.9,0.23,
2018-11-27,101.403,252.594,19.02,0.23,
2018-11-28,101.403,252.594,18.49,0.25,
2018-11-29,101.403,252.594,18.79,0.22,
2018-11-30,101.403,252.594,18.07,0.21,
2018-12-01,101.769,252.767,18.07,0.21,
2018-12-03,101.769,252.767,16.44,0.15,
2018-12-04,101.769,252.767,20.74,0.11,
2018-12-05,101.769,252.767,20.74,0.11,
2018-12-06,101.769,252.767,21.19,0.12,
2018-12-07,101.769,252.767,23.23,0.13,
2018-12-10,101.769,252.767,22.64,0.13,
2018-12-11,101.769,252.767,21.76,0.11,
2018-12-12,101.769,252.767,21.46,0.14,
2018-12-13,101.769,252.767,20.65,0.16,
2018-12-14,101.769,252.767,21.63,0.16,
2018-12-17,101.769,252.767,24.52,0.16,
2018-12-18,101.769,252.767,25.58,0.17,
2018-12-19,101.769,252.767,25.58,0.14,
2018-12-20,101.769,252.767,28.38,0.12,
2018-12-21,101.769,252.767,30.11,0.16,
2018-12-24,101.769,252.767,36.07,0.19,
2018-12-25,101.769,252.767,36.07,0.19,
2018-12-26,101.769,252.767,30.41,0.2,
2018-12-27,101.769,252.767,29.96,0.21,
2018-12-28,101.769,252.767,28.34,0.2,
2018-12-31,101.769,252.767,25.42,0.21,
2019-01-01,100.8777,252.561,25.42,0.21,
2019-01-02,100.8777,252.561,23.22,0.16,
2019-01-03,100.8777,252.561,25.45,0.17,
2019-01-04,100.8777,252.561,21.38,0.17,
2019-01-07,100.8777,252.561,21.4,0.17,
2019-01-08,100.8777,252.561,20.47,0.15,
2019-01-09,100.8777,252.561,19.98,0.18,
2019-01-10,100.8777,252.561,19.5,0.18,
2019-01-11,100.8777,252.561,18.19,0.16,
2019-01-14,100.8777,252.561,19.07,0.18,
2019-01-15,100.8777,252.561,18.6,0.19,
2019-01-16,100.8777,252.561,19.04,0.18,
2019-01-17,100.8777,252.561,18.06,0.19,
2019-01-18,100.8777,252.561,17.8,0.17,
2019-01-21,100.8777,252.561,17.8,0.17,
2019-01-22,100.8777,252.561,20.8,0.16,
2019-01-23,100.8777,252.561,19.52,0.18,
2019-01-24,100.8777,252.561,18.89,0.16,
2019-01-25,100.8777,252.561,17.42,0.16,
2019-01-28,100.8777,252.561,18.87,0.15,
2019-01-29,100.8777,252.561,19.13,0.16,
2019-01-30,100.8777,252.561,17.66,0.18,
2019-01-31,100.8777,252.561,16.57,0.18,
2019-02-01,100.2878,253.319,16.14,0.18,
2019-02-04,100.2878,253.319,15.73,0.2,
2019-02-05,100.2878,253.319,15.57,0.18,
2019-02-06,100.2878,253.319,15.38,0.18,
2019-02-07,100.2878,253.319,16.37,0.17,
2019-02-08,100.2878,253.319,15.72,0.18,
2019-02-11,100.2878,253.319,15.97,0.17,
2019-02-12,100.2878,253.319,15.43,0.18,
2019-02-13,100.2878,253.319,15.65,0.18,
2019-02-14,100.2878,253.319,16.22,0.16,
2019-02-15,100.2878,253.319,14.91,0.14,
2019-02-18,100.2878,253.319,14.91,0.14,
2019-02-19,100.2878,253.319,14.88,0.15,
2019-02-20,100.2878,253.319,14.02,0.15,
2019-02-21,100.2878,253.319,14.46,0.16,
2019-02-22,100.2878,253.319,13.51,0.17,
2019-02-25,100.2878,253.319,14.85,0.16,
2019-02-26,100.2878,253.319,15.17,0.16,
2019-02-27,100.2878,253.319,14.7,0.19,
2019-02-28,100.2878,253.319,14.78,0.21,
2019-03-01,100.0465,254.277,13.57,0.21,
2019-03-04,100.0465,254.277,14.63,0.17,
2019-03-05,100.0465,254.277,14.74,0.17,
2019-03-06,100.0465,254.277,15.74,0.17,
2019-03-07,100.0465,254.277,16.59,0.17,
2019-03-08,100.0465,254.277,16.05,0.17,
2019-03-11,100.0465,254.277,14.33,0.17,
2019-03-12,100.0465,254.277,13.77,0.16,
2019-03-13,100.0465,254.277,13.41,0.16,
2019-03-14,100.0465,254.277,13.5,0.17,
2019-03-15,100.0465,254.277,12.88,0.16,
2019-03-18,100.0465,254.277,13.1,0.15,
2019-03-19,100.0465,254.277,13.56,0.15,
2019-03-20,100.0465,254.277,13.91,0.14,
2019-03-21,100.0465,254.277,13.63,0.13,
2019-03-22,100.0465,254.277,16.48,0.13,
2019-03-25,100.0465,254.277,16.33,0.17,
2019-03-26,100.0465,254.277,14.68,0.17,
2019-03-27,100.0465,254.277,15.15,0.17,
2019-03-28,100.0465,254.277,14.43,0.16,
2019-03-29,100.0465,254.277,13.71,0.14,
2019-04-01,99.4028,255.233,13.4,0.16,
2019-04-02,99.4028,255.233,13.36,0.18,
2019-04-03,99.4028,255.233,13.74,0.19,
2019-04-04,99.4028,255.233,13.58,0.18,
2019-04-05,99.4028,255.233,12.82,0.15,
2019-04-08,99.4028,255.233,13.18,0.16,
2019-04-09,99.4028,255.233,14.28,0.16,
2019-04-10,99.4028,255.233,13.3,0.17,
2019-04-11,99.4028,255.233,13.02,0.16,
2019-04-12,99.4028,255.233,12.01,0.16,
2019-04-15,99.4028,255.233,12.32,0.15,
2019-04-16,99.4028,255.233,12.18,0.19,
2019-04-17,99.4028,255.233,12.6,0.19,
2019-04-18,99.4028,255.233,12.09,0.19,
2019-04-19,99.4028,255.233,12.09,0.19,
2019-04-22,99.4028,255.233,12.42,0.21,
2019-04-23,99.4028,255.233,12.28,0.21,
2019-04-24,99.4028,255.233,13.14,0.21,
2019-04-25,99.4028,255.233,13.25,0.21,
2019-04-26,99.4028,255.233,12.73,0.23,
2019-04-29,99.4028,255.233,13.11,0.24,
2019-04-30,99.4028,255.233,13.12,0.24,
2019-05-01,99.3987,255.296,14.8,0.21,
2019-05-02,99.3987,255.296,14.42,0.2,
2019-05-03,99.3987,255.296,12.87,0.21,
2019-05-06,99.3987,255.296,15.44,0.2,
2019-05-07,99.3987,255.296,19.32,0.17,
2019-05-08,99.3987,255.296,19.4,0.19,
2019-05-09,99.3987,255.296,19.1,0.19,
2019-05-10,99.3987,255.296,16.04,0.21,
2019-05-13,99.3987,255.296,20.55,0.22,
2019-05-14,99.3987,255.296,18.06,0.22,
2019-05-15,99.3987,255.296,16.44,0.21,
2019-05-16,99.3987,255.296,15.29,0.2,
2019-05-17,99.3987,255.296,15.96,0.19,
2019-05-20,99.3987,255.296,16.31,0.2,
2019-05-21,99.3987,255.296,14.95,0.17,
2019-05-22,99.3987,255.296,14.75,0.16,
2019-05-23,99.3987,255.296,16.92,0.19,
2019-05-24,99.3987,255.296,15.85,0.16,
2019-05-27,99.3987,255.296,15.85,0.16,
2019-05-28,99.3987,255.296,17.5,0.14,
2019-05-29,99.3987,255.296,17.9,0.16,
2019-05-30,99.3987,255.296,17.3,0.16,
2019-05-31,99.3987,255.296,18.71,0.19,
2019-06-01,99.7717,255.213,18.71,0.19,
2019-06-03,99.7717,255.213,18.86,0.25,
2019-06-04,99.7717,255.213,16.97,0.24,
2019-06-05,99.7717,255.213,16.09,0.29,
2019-06-06,99.7717,255.213,15.93,0.24,
2019-06-07,99.7717,255.213,16.3,0.24,
2019-06-10,99.7717,255.213,15.94,0.25,
2019-06-11,99.7717,255.213,15.99,0.22,
2019-06-12,99.7717,255.213,15.91,0.25,
2019-06-13,99.7717,255.213,15.82,0.27,
2019-06-14,99.7717,255.213,15.28,0.25,
2019-06-17,99.7717,255.213,15.35,0.23,
2019-06-18,99.7717,255.213,15.15,0.2,
2019-06-19,99.7717,255.213,14.33,0.29,
2019-06-20,99.7717,255.213,14.75,0.29,
2019-06-21,99.7717,255.213,15.4,0.3,
2019-06-24,99.7717,255.213,15.26,0.3,
2019-06-25,99.7717,255.213,16.28,0.29,
2019-06-26,99.7717,255.213,16.21,0.28,
2019-06-27,99.7717,255.213,15.82,0.27,
2019-06-28,99.7717,255.213,15.08,0.25,
2019-07-01,99.0618,255.802,14.06,0.25,
2019-07-02,99.0618,255.802,12.93,0.21,
2019-07-03,99.0618,255.802,12.57,0.19,
2019-07-04,99.0618,255.802,12.57,0.19,
2019-07-05,99.0618,255.802,13.28,0.17,
2019-07-08,99.0618,255.802,13.96,0.17,
2019-07-09,99.0618,255.802,14.09,0.15,
2019-07-10,99.0618,255.802,13.03,0.25,
2019-07-11,99.0618,255.802,12.93,0.28,
2019-07-12,99.0618,255.802,12.39,0.28,
2019-07-15,99.0618,255.802,12.68,0.26,
2019-07-16,99.0618,255.802,12.86,0.26,
2019-07-17,99.0618,255.802,13.97,0.23,
2019-07-18,99.0618,255.802,13.53,0.27,
2019-07-19,99.0618,255.802,14.45,0.25,
2019-07-22,99.0618,255.802,13.53,0.25,
2019-07-23,99.0618,255.802,12.61,0.25,
2019-07-24,99.0618,255.802,12.07,0.22,
2019-07-25,99.0618,255.802,12.74,0.22,
2019-07-26,99.0618,255.802,12.16,0.22,
2019-07-29,99.0618,255.802,12.83,0.21,
2019-07-30,99.0618,255.802,13.94,0.21,
2019-07-31,99.0618,255.802,16.12,0.13,
2019-08-01,99.7154,256.036,17.87,0.17,
2019-08-02,99.7154,256.036,17.61,0.14,
2019-08-05,99.7154,256.036,24.59,0.16,
2019-08-06,99.7154,256.036,20.17,0.13,
2019-08-07,99.7154,256.036,19.49,0.12,
2019-08-08,99.7154,256.036,16.91,0.1,
2019-08-09,99.7154,256.036,17.97,0.11,
2019-08-12,99.7154,256.036,21.09,0.07,
2019-08-13,99.7154,256.036,17.52,0.02,
2019-08-14,99.7154,256.036,22.1,0.01,
2019-08-15,99.7154,256.036,21.18,0.04,
2019-08-16,99.7154,256.036,18.47,0.07,
2019-08-19,99.7154,256.036,16.88,0.07,
2019-08-20,99.7154,256.036,17.5,0.05,
2019-08-21,99.7154,256.036,15.8,0.03,
2019-08-22,99.7154,256.036,16.68,0.01,
2019-08-23,99.7154,256.036,19.87,0.01,
2019-08-26,99.7154,256.036,19.32,0.0,
2019-08-27,99.7154,256.036,20.31,-0.04,
2019-08-28,99.7154,256.036,19.35,-0.03,
2019-08-29,99.7154,256.036,17.88,-0.03,
2019-08-30,99.7154,256.036,18.98,0.0,
2019-09-01,98.9031,256.43,18.98,0.0,
2019-09-02,98.9031,256.43,18.98,0.0,
2019-09-03,98.9031,256.43,19.66,0.0,
2019-09-04,98.9031,256.43,17.33,0.04,
2019-09-05,98.9031,256.43,16.27,0.02,
2019-09-06,98.9031,256.43,15.0,0.02,
2019-09-09,98.9031,256.43,15.27,0.05,
2019-09-10,98.9031,256.43,15.2,0.05,
2019-09-11,98.9031,256.43,14.61,0.07,
2019-09-12,98.9031,256.43,14.22,0.07,
2019-09-13,98.9031,256.43,13.74,0.11,
2019-09-16,98.9031,256.43,14.67,0.1,
2019-09-17,98.9031,256.43,14.44,0.09,
2019-09-18,98.9031,256.43,13.95,0.03,
2019-09-19,98.9031,256.43,14.05,0.05,
2019-09-20,98.9031,256.43,15.32,0.05,
2019-09-23,98.9031,256.43,14.91,0.04,
2019-09-24,98.9031,256.43,17.05,0.04,
2019-09-25,98.9031,256.43,15.96,0.05,
2019-09-26,98.9031,256.43,16.07,0.04,
2019-09-27,98.9031,256.43,17.22,0.06,
2019-09-30,98.9031,256.43,16.24,0.05,
2019-10-01,98.0889,257.155,18.56,0.09,
2019-10-02,98.0889,257.155,20.56,0.12,
2019-10-03,98.0889,257.155,19.12,0.15,
2019-10-04,98.0889,257.155,17.04,0.12,
2019-10-07,98.0889,257.155,17.86,0.1,
2019-10-08,98.0889,257.155,20.28,0.12,
2019-10-09,98.0889,257.155,18.64,0.12,
2019-10-10,98.0889,257.155,17.57,0.14,
2019-10-11,98.0889,257.155,15.58,0.13,
2019-10-14,98.0889,257.155,14.57,0.13,
2019-10-15,98.0889,257.155,13.54,0.16,
2019-10-16,98.0889,257.155,13.68,0.17,
2019-10-17,98.0889,257.155,13.79,0.16,
2019-10-18,98.0889,257.155,14.25,0.18,
2019-10-21,98.0889,257.155,14.0,0.18,
2019-10-22,98.0889,257.155,14.46,0.18,
2019-10-23,98.0889,257.155,14.01,0.19,
2019-10-24,98.0889,257.155,13.71,0.19,
2019-10-25,98.0889,257.155,12.65,0.17,
2019-10-28,98.0889,257.155,13.11,0.21,
2019-10-29,98.0889,257.155,13.2,0.2,
2019-10-30,98.0889,257.155,12.33,0.17,
2019-10-31,98.0889,257.155,13.22,0.17,
2019-11-01,98.9065,257.879,12.3,0.17,
2019-11-04,98.9065,257.879,12.83,0.19,
2019-11-05,98.9065,257.879,13.1,0.23,
2019-11-06,98.9065,257.879,12.62,0.2,
2019-11-07,98.9065,257.879,12.73,0.24,
2019-11-08,98.9065,257.879,12.07,0.26,
2019-11-11,98.9065,257.879,12.69,0.26,
2019-11-12,98.9065,257.879,12.68,0.26,
2019-11-13,98.9065,257.879,13.0,0.25,
2019-11-14,98.9065,257.879,13.05,0.24,
2019-11-15,98.9065,257.879,12.05,0.23,
2019-11-18,98.9065,257.879,12.46,0.21,
2019-11-19,98.9065,257.879,12.86,0.19,
2019-11-20,98.9065,257.879,12.78,0.17,
2019-11-21,98.9065,257.879,13.13,0.17,
2019-11-22,98.9065,257.879,12.34,0.16,
2019-11-25,98.9065,257.879,11.87,0.15,
2019-11-26,98.9065,257.879,11.54,0.16,
2019-11-27,98.9065,257.879,11.75,0.14,
2019-11-28,98.9065,257.879,11.75,0.14,
2019-11-29,98.9065,257.879,12.62,0.17,
2019-12-01,98.9568,258.63,12.62,0.17,
2019-12-02,98.9568,258.63,14.91,0.22,
2019-12-03,98.9568,258.63,15.96,0.19,
2019-12-04,98.9568,258.63,14.8,0.19,
2019-12-05,98.9568,258.63,14.52,0.22,
2019-12-06,98.9568,258.63,13.62,0.23,
2019-12-09,98.9568,258.63,15.86,0.2,
2019-12-10,98.9568,258.63,15.68,0.2,
2019-12-11,98.9568,258.63,14.99,0.18,
2019-12-12,98.9568,258.63,13.94,0.24,
2019-12-13,98.9568,258.63,12.63,0.21,
2019-12-16,98.9568,258.63,12.14,0.24,
2019-12-17,98.9568,258.63,12.29,0.26,
2019-12-18,98.9568,258.63,12.58,0.29,
2019-12-19,98.9568,258.63,12.5,0.3,
2019-12-20,98.9568,258.63,12.51,0.29,
2019-12-23,98.9568,258.63,12.61,0.29,
2019-12-24,98.9568,258.63,12.67,0.28,
2019-12-25,98.9568,258.63,12.67,0.28,
2019-12-26,98.9568,258.63,12.65,0.26,
2019-12-27,98.9568,258.63,13.43,0.29,
2019-12-30,98.9568,258.63,14.82,0.32,
2019-12-31,98.9568,258.63,13.78,0.34,
2020-01-01,98.6069,259.127,13.78,0.34,
2020-01-02,98.6069,259.127,12.47,0.3,
2020-01-03,98.6069,259.127,14.02,0.27,
2020-01-06,98.6069,259.127,13.85,0.27,
2020-01-07,98.6069,259.127,13.79,0.29,
2020-01-08,98.6069,259.127,13.45,0.29,
2020-01-09,98.6069,259.127,12.54,0.27,
2020-01-10,98.6069,259.127,12.56,0.27,
2020-01-13,98.6069,259.127,12.32,0.27,
2020-01-14,98.6069,259.127,12.39,0.24,
2020-01-15,98.6069,259.127,12.42,0.23,
2020-01-16,98.6069,259.127,12.32,0.23,
2020-01-17,98.6069,259.127,12.1,0.26,
2020-01-20,98.6069,259.127,12.1,0.26,
2020-01-21,98.6069,259.127,12.85,0.25,
2020-01-22,98.6069,259.127,12.91,0.24,
2020-01-23,98.6069,259.127,12.98,0.23,
2020-01-24,98.6069,259.127,14.56,0.21,
2020-01-27,98.6069,259.127,18.23,0.17,
2020-01-28,98.6069,259.127,16.28,0.2,
2020-01-29,98.6069,259.127,16.39,0.18,
2020-01-30,98.6069,259.127,15.49,0.16,
2020-01-31,98.6069,259.127,18.84,0.18,
2020-02-01,98.8309,259.25,18.84,0.18,
2020-02-03,98.8309,259.25,17.97,0.18,
2020-02-04,98.8309,259.25,16.05,0.2,
2020-02-05,98.8309,259.25,15.15,0.22,
2020-02-06,98.8309,259.25,14.96,0.21,
2020-02-07,98.8309,259.25,15.47,0.18,
2020-02-10,98.8309,259.25,15.04,0.19,
2020-02-11,98.8309,259.25,15.18,0.18,
2020-02-12,98.8309,259.25,13.74,0.18,
2020-02-13,98.8309,259.25,14.15,0.17,
2020-02-14,98.8309,259.25,13.68,0.17,
2020-02-17,98.8309,259.25,13.68,0.17,
2020-02-18,98.8309,259.25,14.83,0.14,
2020-02-19,98.8309,259.25,14.38,0.14,
2020-02-20,98.8309,259.25,15.56,0.13,
2020-02-21,98.8309,259.25,17.08,0.12,
2020-02-24,98.8309,259.25,25.03,0.12,
2020-02-25,98.8309,259.25,27.85,0.13,
2020-02-26,98.8309,259.25,27.56,0.17,
2020-02-27,98.8309,259.25,39.16,0.19,
2020-02-28,98.8309,259.25,40.11,0.27,
2020-03-01,94.3639,258.076,40.11,0.27,
2020-03-02,94.3639,258.076,33.42,0.26,
2020-03-03,94.3639,258.076,36.82,0.31,
2020-03-04,94.3639,258.076,31.99,0.35,
2020-03-05,94.3639,258.076,39.62,0.33,
2020-03-06,94.3639,258.076,41.94,0.25,
2020-03-09,94.3639,258.076,54.46,0.16,
2020-03-10,94.3639,258.076,47.3,0.26,
2020-03-11,94.3639,258.076,53.9,0.32,
2020-03-12,94.3639,258.076,75.47,0.38,
2020-03-13,94.3639,258.076,57.83,0.45,
2020-03-16,94.3639,258.076,82.69,0.37,
2020-03-17,94.3639,258.076,75.91,0.55,
2020-03-18,94.3639,258.076,76.45,0.64,
2020-03-19,94.3639,258.076,72.0,0.68,
2020-03-20,94.3639,258.076,66.04,0.55,
2020-03-23,94.3639,258.076,61.59,0.48,
2020-03-24,94.3639,258.076,61.67,0.46,
2020-03-25,94.3639,258.076,63.95,0.54,
2020-03-26,94.3639,258.076,61.0,0.53,
2020-03-27,94.3639,258.076,65.54,0.47,
2020-03-30,94.3639,258.076,57.08,0.47,
2020-03-31,94.3639,258.076,53.54,0.47,
2020-04-01,79.8587,256.032,57.06,0.39,
2020-04-02,79.8587,256.032,50.91,0.4,
2020-04-03,79.8587,256.032,46.8,0.39,
2020-04-06,79.8587,256.032,45.24,0.4,
2020-04-07,79.8587,256.032,46.7,0.47,
2020-04-08,79.8587,256.032,43.35,0.5,
2020-04-09,79.8587,256.032,41.67,0.5,
2020-04-10,79.8587,256.032,41.67,0.5,
2020-04-13,79.8587,256.032,41.17,0.51,
2020-04-14,79.8587,256.032,37.76,0.53,
2020-04-15,79.8587,256.032,40.84,0.43,
2020-04-16,79.8587,256.032,40.11,0.41,
2020-04-17,79.8587,256.032,38.15,0.45,
2020-04-20,79.8587,256.032,43.83,0.43,
2020-04-21,79.8587,256.032,45.41,0.38,
2020-04-22,79.8587,256.032,41.98,0.41,
2020-04-23,79.8587,256.032,41.38,0.39,
2020-04-24,79.8587,256.032,35.93,0.38,
2020-04-27,79.8587,256.032,33.29,0.43,
2020-04-28,79.8587,256.032,33.57,0.42,
2020-04-29,79.8587,256.032,31.23,0.43,
2020-04-30,79.8587,256.032,34.15,0.44,
2020-05-01,83.4204,255.802,37.19,0.44,
2020-05-04,83.4204,255.802,35.97,0.45,
2020-05-05,83.4204,255.802,33.61,0.47,
2020-05-06,83.4204,255.802,34.12,0.55,
2020-05-07,83.4204,255.802,31.44,0.5,
2020-05-08,83.4204,255.802,27.98,0.53,
2020-05-11,83.4204,255.802,27.57,0.56,
2020-05-12,83.4204,255.802,33.04,0.52,
2020-05-13,83.4204,255.802,35.28,0.48,
2020-05-14,83.4204,255.802,32.61,0.47,
2020-05-15,83.4204,255.802,31.89,0.48,
2020-05-18,83.4204,255.802,29.3,0.55,
2020-05-19,83.4204,255.802,30.53,0.53,
2020-05-20,83.4204,255.802,27.99,0.52,
2020-05-21,83.4204,255.802,29.53,0.51,
2020-05-22,83.4204,255.802,28.16,0.49,
2020-05-25,83.4204,255.802,28.16,0.49,
2020-05-26,83.4204,255.802,28.01,0.51,
2020-05-27,83.4204,255.802,27.62,0.49,
2020-05-28,83.4204,255.802,28.59,0.53,
2020-05-29,83.4204,255.802,27.51,0.49,
2020-06-01,89.9764,257.042,28.23,0.52,
2020-06-02,89.9764,257.042,26.84,0.51,
2020-06-03,89.9764,257.042,25.66,0.58,
2020-06-04,89.9764,257.042,25.81,0.63,
2020-06-05,89.9764,257.042,24.52,0.69,
2020-06-08,89.9764,257.042,25.81,0.66,
2020-06-09,89.9764,257.042,27.57,0.64,
2020-06-10,89.9764,257.042,27.57,0.58,
2020-06-11,89.9764,257.042,40.79,0.47,
2020-06-12,89.9764,257.042,36.09,0.52,
2020-06-15,89.9764,257.042,34.4,0.52,
2020-06-16,89.9764,257.042,33.67,0.54,
2020-06-17,89.9764,257.042,33.47,0.55,
2020-06-18,89.9764,257.042,32.94,0.52,
2020-06-19,89.9764,257.042,35.12,0.51,
2020-06-22,89.9764,257.042,31.77,0.52,
2020-06-23,89.9764,257.042,31.37,0.54,
2020-06-24,89.9764,257.042,33.84,0.5,
2020-06-25,89.9764,257.042,32.22,0.51,
2020-06-26,89.9764,257.042,34.73,0.47,
2020-06-29,89.9764,257.042,31.78,0.48,
2020-06-30,89.9764,257.042,30.43,0.5,
2020-07-01,93.2857,258.352,28.62,0.52,
2020-07-02,93.2857,258.352,27.68,0.52,
2020-07-03,93.2857,258.352,27.68,0.52,
2020-07-06,93.2857,258.352,27.94,0.53,
2020-07-07,93.2857,258.352,29.43,0.49,
2020-07-08,93.2857,258.352,28.08,0.51,
2020-07-09,93.2857,258.352,29.26,0.46,
2020-07-10,93.2857,258.352,27.29,0.49,
2020-07-13,93.2857,258.352,32.19,0.48,
2020-07-14,93.2857,258.352,29.52,0.49,
2020-07-15,93.2857,258.352,27.76,0.48,
2020-07-16,93.2857,258.352,28.0,0.46,
2020-07-17,93.2857,258.352,25.68,0.5,
2020-07-20,93.2857,258.352,24.46,0.46,
2020-07-21,93.2857,258.352,24.84,0.47,
2020-07-22,93.2857,258.352,24.32,0.46,
2020-07-23,93.2857,258.352,26.08,0.43,
2020-07-24,93.2857,258.352,25.84,0.45,
2020-07-27,93.2857,258.352,24.74,0.47,
2020-07-28,93.2857,258.352,25.44,0.45,
2020-07-29,93.2857,258.352,24.1,0.46,
2020-07-30,93.2857,258.352,24.76,0.44,
2020-07-31,93.2857,258.352,24.46,0.44,
2020-08-01,94.6243,259.316,24.46,0.44,
2020-08-03,94.6243,259.316,24.28,0.45,
2020-08-04,94.6243,259.316,23.76,0.41,
2020-08-05,94.6243,259.316,22.99,0.44,
2020-08-06,94.6243,259.316,22.65,0.44,
2020-08-07,94.6243,259.316,22.21,0.44,
2020-08-10,94.6243,259.316,22.13,0.45,
2020-08-11,94.6243,259.316,24.03,0.48,
2020-08-12,94.6243,259.316,22.28,0.53,
2020-08-13,94.6243,259.316,22.13,0.55,
2020-08-14,94.6243,259.316,22.05,0.57,
2020-08-17,94.6243,259.316,21.35,0.55,
2020-08-18,94.6243,259.316,21.51,0.53,
2020-08-19,94.6243,259.316,22.54,0.54,
2020-08-20,94.6243,259.316,22.72,0.52,
2020-08-21,94.6243,259.316,22.54,0.48,
2020-08-24,94.6243,259.316,22.37,0.51,
2020-08-25,94.6243,259.316,22.03,0.54,
2020-08-26,94.6243,259.316,23.27,0.53,
2020-08-27,94.6243,259.316,24.47,0.58,
2020-08-28,94.6243,259.316,22.96,0.6,
2020-08-31,94.6243,259.316,26.41,0.58,
2020-09-01,94.5995,259.997,26.12,0.55,
2020-09-02,94.5995,259.997,26.57,0.52,
2020-09-03,94.5995,259.997,33.6,0.5,
2020-09-04,94.5995,259.997,30.75,0.58,
2020-09-07,94.5995,259.997,30.75,0.58,
2020-09-08,94.5995,259.997,31.46,0.55,
2020-09-09,94.5995,259.997,28.81,0.57,
2020-09-10,94.5995,259.997,29.71,0.54,
2020-09-11,94.5995,259.997,26.87,0.54,
2020-09-14,94.5995,259.997,25.85,0.54,
2020-09-15,94.5995,259.997,25.59,0.54,
2020-09-16,94.5995,259.997,26.04,0.55,
2020-09-17,94.5995,259.997,26.46,0.56,
2020-09-18,94.5995,259.997,25.83,0.56,
2020-09-21,94.5995,259.997,27.78,0.54,
2020-09-22,94.5995,259.997,26.86,0.55,
2020-09-23,94.5995,259.997,28.58,0.54,
2020-09-24,94.5995,259.997,28.51,0.53,
