Date,IBOV,PTAX
2022-04-14,116182.0,4.690199851989746
2022-04-15,,4.701000213623047
2022-04-18,115687.0,4.7006001472473145
2022-04-19,115057.0,4.6519999504089355
2022-04-20,114344.0,4.664999961853027
2022-04-21,,4.620800018310547
2022-04-22,111078.0,4.620800018310547
2022-04-25,110685.0,4.795199871063232
2022-04-26,108213.0,4.876200199127197
2022-04-27,109349.0,4.997799873352051
2022-04-28,109919.0,4.963600158691406
2022-04-29,107876.0,4.93779993057251
2022-05-02,106639.0,4.97130012512207
2022-05-03,106528.0,5.084700107574463
2022-05-04,108344.0,4.958099842071533
2022-05-05,105304.0,4.918799877166748
2022-05-06,105135.0,5.0279998779296875
2022-05-09,103250.0,5.080399990081787
2022-05-10,103110.0,5.160900115966797
2022-05-11,104397.0,5.13129997253418
2022-05-12,105688.0,5.134252071380615
2022-05-13,106924.0,5.133399963378906
2022-05-16,108233.0,5.058300018310547
2022-05-17,108789.0,5.059700012207031
2022-05-18,106247.0,4.9380998611450195
2022-05-19,107005.0,4.96750020980835
2022-05-20,108488.0,4.929999828338623
2022-05-23,110346.0,4.880199909210205
2022-05-24,110581.0,4.813499927520752
2022-05-25,110580.0,4.817800045013428
2022-05-26,111890.0,4.822800159454346
2022-05-27,111942.0,4.768199920654297
2022-05-30,111032.0,4.729599952697754
2022-05-31,111351.0,4.752399921417236
2022-06-01,111360.0,4.730400085449219
2022-06-02,112393.0,4.815499782562256
2022-06-03,111102.0,4.7957000732421875
2022-06-06,110186.0,4.775000095367432
2022-06-07,110070.0,4.7941999435424805
2022-06-08,108368.0,4.867526054382324
2022-06-09,107094.0,4.898099899291992
2022-06-10,105481.0,4.903299808502197
2022-06-13,102598.0,4.984000205993652
2022-06-14,102063.0,5.113399982452393
2022-06-15,102807.0,5.116099834442139
2022-06-16,,5.052000045776367
2022-06-17,99825.0,5.052199840545654
2022-06-20,99853.0,5.152100086212158
2022-06-21,99685.0,5.18720006942749
2022-06-22,99522.0,5.122799873352051
2022-06-23,98080.0,5.193600177764893
2022-06-24,98672.0,5.23799991607666
2022-06-27,100764.0,5.241399765014648
2022-06-28,100591.0,5.236800193786621
2022-06-29,99622.0,5.266600131988525
2022-06-30,98542.0,5.1809000968933105
2022-07-01,98954.0,5.251999855041504
2022-07-04,98609.0,5.330999851226807
2022-07-05,98295.0,5.3282999992370605
2022-07-06,98719.0,5.385200023651123
2022-07-07,100730.0,5.427999973297119
2022-07-08,100289.0,5.338200092315674
2022-07-11,98212.0,5.254000186920166
2022-07-12,98271.0,5.377200126647949
2022-07-13,97881.0,5.436500072479248
2022-07-14,96121.0,5.390900135040283
2022-07-15,96551.0,5.422800064086914
2022-07-18,96916.0,5.410099983215332
2022-07-19,98245.0,5.436800003051758
2022-07-20,98287.0,5.413099765777588
2022-07-21,99033.0,5.470200061798096
2022-07-22,98925.0,5.497799873352051
2022-07-25,100270.0,5.496699810028076
2022-07-26,99772.0,5.356299877166748
2022-07-27,101438.0,5.350100040435791
2022-07-28,102597.0,5.243000030517578
2022-07-29,103165.0,5.182700157165527
2022-08-01,102225.0,5.171199798583984
2022-08-02,103362.0,5.184000015258789
2022-08-03,103775.0,5.277699947357178
2022-08-04,105892.0,5.282700061798096
2022-08-05,106472.0,5.211100101470947
2022-08-08,108402.0,5.164599895477295
2022-08-09,108651.0,5.110099792480469
2022-08-10,110236.0,5.123700141906738
2022-08-11,109718.0,5.093699932098389
2022-08-12,112764.0,5.1570000648498535
2022-08-15,113032.0,5.074900150299072
2022-08-16,113512.0,5.095600128173828
2022-08-17,113708.0,5.1417388916015625
2022-08-18,113813.0,5.164999961853027
2022-08-19,111496.0,5.166999816894531
2022-08-22,110501.0,5.168399810791016
2022-08-23,112857.0,5.156099796295166
2022-08-24,112898.0,5.103499889373779
2022-08-25,113532.0,5.110099792480469
2022-08-26,112299.0,5.108699798583984
2022-08-29,112323.0,5.0625
2022-08-30,110431.0,5.027200222015381
2022-08-31,109523.0,5.1219000816345215
2022-09-01,110405.0,5.181700229644775
2022-09-02,110864.0,5.2403998374938965
2022-09-05,112203.0,5.171000003814697
2022-09-06,109764.0,5.153900146484375
2022-09-07,,5.247200012207031
2022-09-08,109916.0,5.246699810028076
2022-09-09,112300.0,5.2133002281188965
2022-09-12,113407.0,5.146299839019775
2022-09-13,110794.0,5.0920000076293945
2022-09-14,110547.0,5.189799785614014
2022-09-15,109954.0,5.162700176239014
2022-09-16,109280.0,5.246099948883057
2022-09-19,111824.0,5.250699996948242
2022-09-20,112517.0,5.170899868011475
2022-09-21,111936.0,5.141499996185303
2022-09-22,114070.0,5.170400142669678
2022-09-23,111716.0,5.115499973297119
2022-09-26,109114.0,5.258800029754639
2022-09-27,108376.0,5.389400005340576
2022-09-28,108451.0,5.3780999183654785
2022-09-29,107664.0,5.374199867248535
2022-09-30,110037.0,5.396200180053711
2022-10-03,116134.0,5.414299964904785
2022-10-04,116230.0,5.16349983215332
2022-10-05,117198.0,5.17579984664917
2022-10-06,117561.0,5.195199966430664
2022-10-07,116375.0,5.220099925994873
2022-10-10,115941.0,5.198400020599365
2022-10-11,114827.0,5.186800003051758
2022-10-12,,5.292099952697754
2022-10-13,114300.0,5.291500091552734
2022-10-14,112072.0,5.259799957275391
2022-10-17,113624.0,5.327400207519531
2022-10-18,115743.0,5.2773590087890625
2022-10-19,116274.0,5.239799976348877
2022-10-20,117171.0,5.269199848175049
2022-10-21,119929.0,5.216599941253662
2022-10-24,116013.0,5.163400173187256
2022-10-25,114626.0,5.30620002746582
2022-10-26,112764.0,5.315199851989746
2022-10-27,114641.0,5.383900165557861
2022-10-28,114539.0,5.339200019836426
2022-10-31,116037.0,5.28849983215332
2022-11-01,116929.0,5.178800106048584
2022-11-02,,5.142399787902832
2022-11-03,116896.0,5.142600059509277
2022-11-04,118155.0,5.1149001121521
2022-11-07,115342.0,5.078132152557373
2022-11-08,116160.0,5.153326988220215
2022-11-09,113580.0,5.14300012588501
2022-11-10,109775.0,5.185200214385986
2022-11-11,112253.0,5.341579914093018
2022-11-14,113161.0,5.279058933258057
2022-11-15,,5.331200122833252
2022-11-16,110243.0,5.331699848175049
2022-11-17,109703.0,5.39900016784668
2022-11-18,108880.0,5.422100067138672
2022-11-21,109748.0,5.38129997253418
2022-11-22,109037.0,5.318600177764893
2022-11-23,108683.0,5.357699871063232
2022-11-24,111831.0,5.35830020904541
2022-11-25,108977.0,5.320000171661377
2022-11-28,108782.0,5.4085001945495605
2022-11-29,110910.0,5.364699840545654
2022-11-30,112486.0,5.268199920654297
2022-12-01,110926.0,5.181589126586914
2022-12-02,111924.0,5.183599948883057
2022-12-05,109401.0,5.2179999351501465
2022-12-06,109533.0,5.28000020980835
2022-12-07,109361.0,5.234000205993652
2022-12-08,107245.0,5.203999996185303
2022-12-09,107689.0,5.224299907684326
2022-12-12,105264.0,5.235000133514404
2022-12-13,103892.0,5.321300029754639
2022-12-14,103803.0,5.292799949645996
2022-12-15,103738.0,5.277200222015381
2022-12-16,102825.0,5.311800003051758
2022-12-19,104530.0,5.306509017944336
2022-12-20,106979.0,5.291600227355957
2022-12-21,107313.0,5.198400020599365
2022-12-22,107317.0,5.199900150299072
2022-12-23,109698.0,5.165599822998047
2022-12-26,108738.0,5.164299964904785
2022-12-27,108347.0,5.21750020980835
2022-12-28,110237.0,5.292300224304199
2022-12-29,110031.0,5.2667999267578125
2022-12-30,,5.284599781036377
2023-01-02,106376.0,5.2855000495910645
2023-01-03,104166.0,5.360130786895752
2023-01-04,105334.0,5.478499889373779
2023-01-05,107518.0,5.430099964141846
2023-01-06,108836.0,5.349800109863281
2023-01-09,109227.0,5.224400043487549
2023-01-10,110912.0,5.253699779510498
2023-01-11,111763.0,5.198299884796143
2023-01-12,111877.0,5.1585001945495605
2023-01-13,110916.0,5.107699871063232
2023-01-16,109213.0,5.080699920654297
2023-01-17,111439.0,5.145999908447266
2023-01-18,112452.0,5.099599838256836
2023-01-19,113006.0,5.185299873352051
2023-01-20,112301.0,5.172999858856201
2023-01-23,111709.0,5.206299781799316
2023-01-24,113028.0,5.205900192260742
2023-01-25,114195.0,5.138400077819824
2023-01-26,114109.0,5.072199821472168
