Date,IBOV,PTAX,CDI_NAV
2016-08-22,57781.0,3.2044999599456787,101.85260522647526
2016-08-23,58020.0,3.198699951171875,101.90603812170312
2016-08-24,57718.0,3.2355000972747803,101.95949904836215
2016-08-25,57722.0,3.223299980163574,102.0129880211579
2016-08-26,57716.0,3.228300094604492,102.06650505480368
2016-08-29,58610.0,3.2641000747680664,102.12005016402048
2016-08-30,58575.0,3.22760009765625,102.17362336353703
2016-08-31,57901.0,3.236799955368042,102.22722466808978
2016-09-01,58236.0,3.2260000705718994,102.28085409242291
2016-09-02,59616.0,3.253200054168701,102.33451165128835
2016-09-05,59566.0,3.2560999393463135,102.38819735944573
2016-09-06,60129.0,3.267199993133545,102.44191123166246
2016-09-07,60129.0,3.1963000297546387,102.44191123166246
2016-09-08,60232.0,3.190700054168701,102.4956532827137
2016-09-09,58000.0,3.214900016784668,102.54942352738234
2016-09-12,58586.0,3.271699905395508,102.60322198045905
2016-09-13,56821.0,3.2469000816345215,102.65704865674223
2016-09-14,57059.0,3.3141000270843506,102.71090357103805
2016-09-15,57909.0,3.3434998989105225,102.76478673816045
2016-09-16,57080.0,3.299799919128418,102.81869817293116
2016-09-19,57350.0,3.265500068664551,102.87263789017966
2016-09-20,57736.0,3.271199941635132,102.92660590474323
2016-09-21,58394.0,3.2560999393463135,102.98060223146692
2016-09-22,58994.0,3.2095999717712402,103.03462688520358
2016-09-23,58697.0,3.2170000076293945,103.08867988081383
2016-09-26,58054.0,3.2432000637054443,103.1427612331661
2016-09-27,58382.0,3.240600109100342,103.19687095713664
2016-09-28,59356.0,3.232599973678589,103.25100906760947
2016-09-29,58351.0,3.2177999019622803,103.30517557947643
2016-09-30,58367.0,3.2592999935150146,103.35937050763717
2016-10-03,59461.0,3.2597999572753906,103.41359386699918
2016-10-04,59339.0,3.208699941635132,103.46784567247775
2016-10-05,60254.0,3.254499912261963,103.52212593899598
2016-10-06,60644.0,3.2184998989105225,103.57643468148486
2016-10-07,61109.0,3.2272000312805176,103.6307719148831
2016-10-10,61668.0,3.2193000316619873,103.68513765413738
2016-10-11,61022.0,3.202699899673462,103.73953191420213
2016-10-12,61022.0,3.1958999633789062,103.73953191420213
2016-10-13,61119.0,3.200700044631958,103.79395471003964
2016-10-14,61767.0,3.177299976348877,103.84840605662009
2016-10-17,62696.0,3.2019999027252197,103.90288596892145
2016-10-18,63782.0,3.204200029373169,103.95739446192962
2016-10-19,63506.0,3.1816999912261963,104.01193155063831
2016-10-20,63838.0,3.166100025177002,104.0655923462446
2016-10-21,64108.0,3.1391000747680664,104.11928082599195
2016-10-24,64060.0,3.148900032043457,104.1729970041629
2016-10-25,63866.0,3.124500036239624,104.22674089504731
2016-10-26,63826.0,3.1103999614715576,104.28051251294248
2016-10-27,64250.0,3.1387999057769775,104.33431187215302
2016-10-28,64308.0,3.165299892425537,104.388138986991
2016-10-31,64925.0,3.2030999660491943,104.44199387177578
2016-11-01,63326.0,3.198199987411499,104.49587654083416
2016-11-02,63326.0,3.235100030899048,104.49587654083416
2016-11-03,61750.0,3.2525999546051025,104.54978700850035
2016-11-04,61598.0,3.2583999633789062,104.60372528911593
2016-11-07,64052.0,3.232300043106079,104.65769139702982
2016-11-08,64158.0,3.200900077819824,104.71168534659847
2016-11-09,63258.0,3.168100118637085,104.76570715218566
2016-11-10,61201.0,3.2330000400543213,104.81975682816254
2016-11-11,59184.0,3.3956000804901123,104.87383438890777
2016-11-14,59657.0,3.390000104904175,104.92793984880736
2016-11-15,59657.0,3.4402999877929688,104.92793984880736
2016-11-16,60759.0,3.441699981689453,104.98207322225474
2016-11-17,59770.0,3.450700044631958,105.03623452365085
2016-11-18,59962.0,3.4323999881744385,105.09042376740396
2016-11-21,61070.0,3.3822999000549316,105.14464096792982
2016-11-22,61954.0,3.387399911880493,105.19888613965158
2016-11-23,61986.0,3.363600015640259,105.2531592969999
2016-11-24,61396.0,3.4310998916625977,105.30746045441282
2016-11-25,61559.0,3.390700101852417,105.36178962633586
2016-11-28,62855.0,3.4210000038146973,105.41614682722201
2016-11-29,60987.0,3.4072000980377197,105.47053207153164
2016-11-30,61906.0,3.4537999629974365,105.52494537373266
2016-12-01,59507.0,3.4063000679016113,105.57846551552731
2016-12-02,60316.0,3.572999954223633,105.6320128016675
2016-12-05,59832.0,3.4746999740600586,105.68558724592026
2016-12-06,61088.0,3.4200000762939453,105.73918886205963
2016-12-07,61414.0,3.4063000679016113,105.7928176638667
2016-12-08,60677.0,3.3815999031066895,105.84647366512947
2016-12-09,60501.0,3.373699903488159,105.90015687964296
2016-12-12,59179.0,3.377000093460083,105.95386732120917
2016-12-13,59281.0,3.3373000621795654,106.00760500363715
2016-12-14,58212.0,3.334199905395508,106.0613699407429
2016-12-15,58396.0,3.36899995803833,106.11516214634946
2016-12-16,58389.0,3.3657000064849854,106.16898163428685
2016-12-19,57111.0,3.390399932861328,106.22282841839214
2016-12-20,57583.0,3.3638999462127686,106.2767025125094
2016-12-21,57647.0,3.353100061416626,106.3306039304897
2016-12-22,57255.0,3.3254001140594482,106.38453268619116
2016-12-23,57937.0,3.28629994392395,106.43848879347895
2016-12-26,58620.0,3.2695000171661377,106.49247226622522
2016-12-27,58697.0,3.2695999145507812,106.54648311830921
2016-12-28,59782.0,3.269399881362915,106.60052136361715
2016-12-29,60227.0,3.2825000286102295,106.65458701604236
2016-12-30,60227.0,3.2523000240325928,106.70868008948516
2017-01-02,59589.0,3.253200054168701,106.76280059785294
2017-01-03,61814.0,3.2839999198913574,106.81694855506016
2017-01-04,61589.0,3.2634999752044678,106.87112397502831
2017-01-05,62071.0,3.214099884033203,106.92532687168597
2017-01-06,61665.0,3.197700023651123,106.97955725896875
2017-01-09,61700.0,3.2221999168395996,107.03381515081935
2017-01-10,62132.0,3.195499897003174,107.08810056118756
2017-01-11,62446.0,3.194499969482422,107.1424135040302
2017-01-12,63954.0,3.1963000297546387,107.19393721926014
2017-01-13,63652.0,3.186800003051758,107.24548571172949
2017-01-16,63831.0,3.186800003051758,107.2970589933534
2017-01-17,64354.0,3.240499973297119,107.3486570760527
2017-01-18,64150.0,3.2098000049591064,107.400279971754
2017-01-19,63951.0,3.229599952697754,107.45192769238963
2017-01-20,64521.0,3.1949000358581543,107.50360024989763
2017-01-23,65749.0,3.1422998905181885,107.55529765622178
2017-01-24,65840.0,3.1617000102996826,107.60701992331167
2017-01-25,65840.0,3.1686999797821045,107.65876706312258
2017-01-26,66191.0,3.1684999465942383,107.71053908761556
2017-01-27,66034.0,3.176100015640259,107.7623360087574
2017-01-30,64302.0,3.109600067138672,107.81415783852064
2017-01-31,64671.0,3.125499963760376,107.8660045888836
2017-02-01,64836.0,3.150099992752075,107.91787627183034
2017-02-02,64578.0,3.128000020980835,107.9697728993507
2017-02-03,64954.0,3.122499942779541,108.02169448344026
2017-02-06,63993.0,3.119499921798706,108.0736410361004
2017-02-07,64199.0,3.1136999130249023,108.12561256933823
2017-02-08,64835.0,3.1166999340057373,108.17760909516669
2017-02-09,64965.0,3.1159000396728516,108.22963062560447
2017-02-10,66125.0,3.1287999153137207,108.28167717267601
2017-02-13,66968.0,3.107100009918213,108.33374874841158
2017-02-14,66713.0,3.110100030899048,108.38584536484719
2017-02-15,67976.0,3.081199884414673,108.43796703402468
2017-02-16,67814.0,3.0560998916625977,108.49011376799167
2017-02-17,67748.0,3.0875000953674316,108.54228557880154
2017-02-20,68533.0,3.0954999923706055,108.59448247851353
2017-02-21,69052.0,3.0855000019073486,108.64670447919262
2017-02-22,68590.0,3.093899965286255,108.69895159290961
2017-02-23,67461.0,3.062299966812134,108.74834657049246
2017-02-24,66662.0,3.06030011177063,108.79776399414102
2017-02-27,66662.0,3.094599962234497,108.79776399414102
2017-02-28,66662.0,3.105299949645996,108.79776399414102
2017-03-01,66989.0,3.1080000400543213,108.84720387405524
2017-03-02,65855.0,3.088200092315674,108.8966662204397
2017-03-03,66786.0,3.154599905014038,108.9461510435036
2017-03-06,66341.0,3.119999885559082,108.99565835346078
2017-03-07,65742.0,3.137200117111206,109.04518816052978
2017-03-08,64718.0,3.1159000396728516,109.09474047493369
2017-03-09,64585.0,3.1593000888824463,109.14431530690032
2017-03-10,64675.0,3.1912999153137207,109.1939126666621
2017-03-13,65534.0,3.1475000381469727,109.24353256445609
2017-03-14,64699.0,3.152400016784668,109.29317501052405
2017-03-15,66235.0,3.1637001037597656,109.34284001511234
2017-03-16,65783.0,3.099900007247925,109.39252758847202
2017-03-17,64210.0,3.11929988861084,109.44223774085877
2017-03-20,64884.0,3.0866000652313232,109.49197048253299
2017-03-21,62980.0,3.071000099182129,109.54172582375968
2017-03-22,63521.0,3.0868000984191895,109.5915037748085
2017-03-23,63531.0,3.0848000049591064,109.64130434595387
2017-03-24,63854.0,3.1380999088287354,109.69112754747476
2017-03-27,64308.0,3.1096999645233154,109.7409733896549
2017-03-28,64640.0,3.125200033187866,109.79084188278263
2017-03-29,65528.0,3.138400077819824,109.84073303715101
2017-03-30,65266.0,3.1221001148223877,109.89064686305777
2017-03-31,64984.0,3.147700071334839,109.94058337080529
2017-04-03,65211.0,3.121799945831299,109.99054257070064
2017-04-04,65769.0,3.11299991607666,110.04052447305564
2017-04-05,64775.0,3.095599889755249,110.09052908818668
2017-04-06,64223.0,3.1196000576019287,110.14055642641493
2017-04-07,64593.0,3.1414999961853027,110.19060649806624
2017-04-10,64650.0,3.144700050354004,110.2406793134711
2017-04-11,64360.0,3.1317999362945557,110.29077488296473
2017-04-12,63892.0,3.1368000507354736,110.34089321688705
2017-04-13,62826.0,3.123500108718872,110.38711060341986
2017-04-14,62826.0,3.142400026321411,110.38711060341986
2017-04-17,64335.0,3.143699884414673,110.4333473485672
2017-04-18,64159.0,3.1303000450134277,110.47960346043762
2017-04-19,63407.0,3.1064999103546143,110.52587894714306
2017-04-20,63761.0,3.1482999324798584,110.57217381679885
2017-04-21,63761.0,3.1470999717712402,110.57217381679885
2017-04-24,64389.0,3.1468000411987305,110.61848807752375
2017-04-25,65148.0,3.127000093460083,110.66482173743988
2017-04-26,64862.0,3.147200107574463,110.71117480467281
2017-04-27,64677.0,3.171099901199341,110.75754728735147
2017-04-28,65403.0,3.1810998916625977,110.80393919360824
2017-05-01,65403.0,3.176100015640259,110.80393919360824
2017-05-02,66722.0,3.175100088119507,110.85035053157888
2017-05-03,66094.0,3.1501998901367188,110.89678130940253
2017-05-04,64863.0,3.162100076675415,110.94323153522177
2017-05-05,65710.0,3.1849000453948975,110.98970121718258
2017-05-08,65526.0,3.1777000427246094,111.03619036343441
2017-05-09,66278.0,3.1963999271392822,111.08269898213004
2017-05-10,67350.0,3.186800003051758,111.12922708142567
2017-05-11,67538.0,3.1656999588012695,111.17577466948099
2017-05-12,68222.0,3.1389999389648438,111.22234175445904
2017-05-15,68474.0,3.1777000427246094,111.2689283445263
2017-05-16,68684.0,3.1082000732421875,111.3155344478527
2017-05-17,67540.0,3.0957999229431152,111.3621600726115
2017-05-18,61597.0,3.1333999633789062,111.40880522697951
2017-05-19,62639.0,3.36899995803833,111.45546991913689
2017-05-22,61673.0,3.2532999515533447,111.50215415726721
2017-05-23,62662.0,3.265399932861328,111.54885794955752
2017-05-24,63257.0,3.2685999870300293,111.59558130419825
2017-05-25,63227.0,3.274199962615967,111.64232422938332
2017-05-26,64085.0,3.2734999656677246,111.68908673331002
2017-05-29,63761.0,3.1777000427246094,111.73586882417912
2017-05-30,63962.0,3.2553999423980713,111.78267051019482
2017-05-31,62711.0,3.256200075149536,111.82949179956469
2017-06-01,62289.0,3.225100040435791,111.87236051695113
2017-06-02,62511.0,3.249000072479248,111.9152456676317
2017-06-05,62450.0,3.2492001056671143,111.95814725790592
2017-06-06,62955.0,3.296099901199341,112.00106529407576
2017-06-07,63171.0,3.2760000228881836,112.0439997824456
2017-06-08,62756.0,3.2672998905181885,112.0869507293222
2017-06-09,62211.0,3.2595999240875244,112.12991814101476
2017-06-12,61700.0,3.1777000427246094,112.17290202383494
2017-06-13,61829.0,3.316699981689453,112.21590238409675
2017-06-14,61923.0,3.3143999576568604,112.25891922811667
2017-06-15,61923.0,3.272599935531616,112.25891922811667
2017-06-16,61626.0,3.2736001014709473,112.30195256221356
2017-06-19,62014.0,3.288599967956543,112.34500239270875
2017-06-20,60766.0,3.281100034713745,112.38806872592598
2017-06-21,60762.0,3.325500011444092,112.43115156819137
2017-06-22,61272.0,3.333400011062622,112.47425092583352
2017-06-23,61087.0,3.3396999835968018,112.51736680518343
2017-06-26,62188.0,3.3415000438690186,112.56049921257451
2017-06-27,61675.0,3.294800043106079,112.60364815434265
2017-06-28,62018.0,3.312000036239624,112.64681363682614
2017-06-29,62239.0,3.2795000076293945,112.68999566636569
2017-06-30,62900.0,3.3027000427246094,112.73319424930442
2017-07-03,63280.0,3.1777000427246094,112.77640939198794
2017-07-04,63232.0,3.30049991607666,112.81964110076426
2017-07-05,63154.0,3.3092000484466553,112.8628893819838
2017-07-06,62470.0,3.2869999408721924,112.9061542419995
2017-07-07,62322.0,3.297300100326538,112.94943568716663
2017-07-10,63025.0,3.1777000427246094,112.99273372384293
2017-07-11,63832.0,3.1777000427246094,113.03604835838863
2017-07-12,64836.0,3.2530999183654785,113.07937959716632
2017-07-13,65178.0,3.2067999839782715,113.12272744654108
2017-07-14,65436.0,3.2100000381469727,113.16609191288043
2017-07-17,65212.0,3.1777000427246094,113.2094730025543
2017-07-18,65338.0,3.1812000274658203,113.25287072193511
2017-07-19,65180.0,3.1526999473571777,113.29628507739764
2017-07-20,64938.0,3.147700071334839,113.3397160753192
2017-07-21,64684.0,3.1184000968933105,113.3831637220795
2017-07-24,65100.0,3.1777000427246094,113.42662802406072
2017-07-25,65668.0,3.144399881362915,113.47010898764745
2017-07-26,65011.0,3.1712000370025635,113.51360661922676
2017-07-27,65277.0,3.137500047683716,113.5530105974925
2017-07-28,65497.0,3.152600049972534,113.59242825406119
2017-07-31,65920.0,3.1777000427246094,113.63185959368103
2017-08-01,66516.0,3.1257998943328857,113.67130462110178
2017-08-02,67136.0,3.12280011177063,113.71076334107491
2017-08-03,66777.0,3.1122000217437744,113.75023575835348
2017-08-04,66898.0,3.1115000247955322,113.78972187769227
2017-08-07,67940.0,3.129300117492676,113.82922170384768
2017-08-08,67899.0,3.1242001056671143,113.86873524157775
2017-08-09,67671.0,3.1259000301361084,113.90826249564215
2017-08-10,66992.0,3.1522998809814453,113.94780347080224
2017-08-11,67359.0,3.1735999584198,113.98735817182106
2017-08-14,68285.0,3.1777000427246094,114.02692660346325
2017-08-15,68355.0,3.1872000694274902,114.06650877049512
2017-08-16,68594.0,3.16759991645813,114.10610467768461
2017-08-17,67977.0,3.151400089263916,114.14571432980136
2017-08-18,68715.0,3.17330002784729,114.18533773161666
2017-08-21,68635.0,3.1777000427246094,114.22497488790341
2017-08-22,70011.0,3.1630001068115234,114.26462580343626
2017-08-23,70478.0,3.1605000495910645,114.3042904829914
2017-08-24,71133.0,3.1393001079559326,114.34396893134675
2017-08-25,71074.0,3.1465001106262207,114.38366115328189
2017-08-28,71017.0,3.1586999893188477,114.42336715357801
2017-08-29,71330.0,3.165800094604492,114.46308693701803
2017-08-30,70886.0,3.1642000675201416,114.50282050838648
2017-08-31,70835.0,3.158799886703491,114.54256787246955
2017-09-01,71923.0,3.1459999084472656,114.58232903405512
2017-09-04,72129.0,3.1777000427246094,114.62210399793271
2017-09-05,72151.0,3.139400005340576,114.66189276889351
2017-09-06,73412.0,3.115799903869629,114.70169535173038
2017-09-07,73412.0,3.097899913787842,114.70169535173038
2017-09-08,73079.0,3.097599983215332,114.73732055128967
2017-09-11,74319.0,3.1777000427246094,114.77295681567969
2017-09-12,74539.0,3.0996999740600586,114.80860414833707
2017-09-13,74788.0,3.1219000816345215,114.8442625526995
2017-09-14,74657.0,3.1315999031066895,114.87993203220574
2017-09-15,75757.0,3.1180999279022217,114.91561259029564
2017-09-18,75990.0,3.1096999645233154,114.95130423041005
2017-09-19,75974.0,3.1349000930786133,114.98700695599098
2017-09-20,76004.0,3.1328001022338867,115.02272077048144
2017-09-21,75604.0,3.1305999755859375,115.05844567732555
2017-09-22,75390.0,3.134500026702881,115.09418167996847
2017-09-25,74443.0,3.123500108718872,115.12992878185646
2017-09-26,74319.0,3.1572999954223633,115.16568698643681
2017-09-27,73797.0,3.1638998985290527,115.20145629715792
2017-09-28,73567.0,3.1919000148773193,115.23723671746926
2017-09-29,74294.0,3.1809000968933105,115.27302825082133
2017-10-02,74360.0,3.1633999347686768,115.30883090066575
2017-10-03,76763.0,3.152899980545044,115.34464467045518
2017-10-04,76591.0,3.1407999992370605,115.38046956364339
2017-10-05,76618.0,3.13319993019104,115.41630558368516
2017-10-06,76055.0,3.152400016784668,115.45215273403639
2017-10-09,75727.0,3.1554999351501465,115.48801101815407
2017-10-10,76897.0,3.186800003051758,115.5238804394962
2017-10-11,76660.0,3.177799940109253,115.5597610015219
2017-10-12,76660.0,3.1696999073028564,115.5597610015219
2017-10-13,76990.0,3.1689999103546143,115.59565270769137
2017-10-16,76892.0,3.146199941635132,115.63155556146585
2017-10-17,76201.0,3.170300006866455,115.66746956630769
2017-10-18,76591.0,3.156100034713745,115.7033947256803
2017-10-19,76283.0,3.170099973678589,115.73933104304814
2017-10-20,76391.0,3.164900064468384,115.77527852187681
2017-10-23,75413.0,3.1909000873565674,115.81123716563293
2017-10-24,76350.0,3.2344000339508057,115.84720697778421
2017-10-25,76671.0,3.2425999641418457,115.88318796179944
2017-10-26,75896.0,3.2311999797821045,115.91597826866511
2017-10-27,75976.0,3.2864999771118164,115.94877785387602
2017-10-30,74800.0,3.234800100326538,115.98158672005756
2017-10-31,74308.0,3.2873001098632812,116.01440486983587
2017-11-01,73824.0,3.2695999145507812,116.04723230583784
2017-11-02,73824.0,3.266200065612793,116.04723230583784
2017-11-03,73915.0,3.2646000385284424,116.0800690306911
2017-11-06,74311.0,3.29259991645813,116.11291504702403
2017-11-07,72415.0,3.2479000091552734,116.14577035746574
2017-11-08,74363.0,3.2701001167297363,116.1786349646461
2017-11-09,72931.0,3.251300096511841,116.21150887119569
2017-11-10,72166.0,3.248699903488159,116.24439207974588
2017-11-13,72475.0,3.276400089263916,116.27728459292877
2017-11-14,70827.0,3.275899887084961,116.31018641337718
2017-11-15,70827.0,3.3118999004364014,116.31018641337718
2017-11-16,72512.0,3.3118999004364014,116.34309754372471
2017-11-17,73437.0,3.2706000804901123,116.37601798660569
2017-11-20,73437.0,3.254499912261963,116.40894774465518
2017-11-21,74595.0,3.253999948501587,116.44188682050903
2017-11-22,74519.0,3.2572999000549316,116.47483521680375
2017-11-23,74487.0,3.222899913787842,116.5077929361767
2017-11-24,74157.0,3.2202999591827393,116.54075998126592
2017-11-27,74059.0,3.2328999042510986,116.57373635471022
2017-11-28,74140.0,3.2263998985290527,116.60672205914915
2017-11-29,72700.0,3.209700107574463,116.63971709722301
2017-11-30,71971.0,3.244800090789795,116.67272147157284
2017-12-01,72264.0,3.271199941635132,116.70573518484045
2017-12-04,73090.0,3.2574000358581543,116.73875823966836
2017-12-05,72546.0,3.2425999641418457,116.77179063869984
2017-12-06,73268.0,3.240299940109253,116.80483238457897
2017-12-07,72487.0,3.234299898147583,116.83572025445474
2017-12-08,72732.0,3.2871999740600586,116.86661629231882
2017-12-11,72800.0,3.2878000736236572,116.89752050033118
2017-12-12,73814.0,3.303299903869629,116.9284328806523
2017-12-13,72914.0,3.303100109100342,116.95935343544326
2017-12-14,72429.0,3.3085999488830566,116.99028216686574
2017-12-15,72608.0,3.340399980545044,117.02121907708194
2017-12-18,73115.0,3.2920000553131104,117.05216416825468
2017-12-19,72680.0,3.2904999256134033,117.08311744254733
2017-12-20,73367.0,3.2885000705718994,117.11407890212384
2017-12-21,75133.0,3.2964999675750732,117.14504854914874
2017-12-22,75187.0,3.30679988861084,117.17602638578708
2017-12-25,75187.0,3.3380000591278076,117.17602638578708
2017-12-26,75688.0,3.3355000019073486,117.20701241420454
2017-12-27,76073.0,3.3097000122070312,117.23800663656736
2017-12-28,76402.0,3.3132998943328857,117.26900905504235
2017-12-29,76402.0,3.3111000061035156,117.30001967179686
2018-01-01,76402.0,3.3076000213623047,117.30001967179686
2018-01-02,77891.0,3.311000108718872,117.33103848899889
2018-01-03,77995.0,3.2578001022338867,117.36206550881691
2018-01-04,78647.0,3.2355000972747803,117.39310073342007
2018-01-05,79071.0,3.233099937438965,117.42414416497802
2018-01-08,79379.0,3.226599931716919,117.45519580566102
2018-01-09,78864.0,3.239000082015991,117.48625565763986
2018-01-10,78201.0,3.246799945831299,117.51732372308597
2018-01-11,79365.0,3.2263998985290527,117.5484000041713
2018-01-12,79349.0,3.214200019836426,117.57948450306841
2018-01-15,79752.0,3.200700044631958,117.61057722195041
2018-01-16,79832.0,3.213200092315674,117.64167816299098
2018-01-17,81189.0,3.2227001190185547,117.67278732836442
2018-01-18,80963.0,3.2221999168395996,117.70390472024552
2018-01-19,81220.0,3.2051000595092773,117.73503034080974
2018-01-22,81675.0,3.194700002670288,117.76616419223306
2018-01-23,80678.0,3.200700044631958,117.79730627669207
2018-01-24,83680.0,3.2355000972747803,117.82845659636388
2018-01-25,83680.0,3.1451001167297363,117.85961515342622
2018-01-26,85531.0,3.146899938583374,117.8907819500574
2018-01-29,84698.0,3.1510000228881836,117.92195698843628
2018-01-30,84482.0,3.153599977493286,117.95314027074231
2018-01-31,84913.0,3.179500102996826,117.98433179915551
2018-02-01,85495.0,3.1847000122070312,118.01553157585647
2018-02-02,84041.0,3.1637001037597656,118.04673960302638
2018-02-05,81861.0,3.215399980545044,118.07795588284702
2018-02-06,83894.0,3.2611000537872314,118.1091804175007
2018-02-07,82767.0,3.2334001064300537,118.1404132091703
2018-02-08,81533.0,3.26990008354187,118.17055673560064
2018-02-09,80899.0,3.284600019454956,118.20070795315173
2018-02-12,80899.0,3.290800094604492,118.20070795315173
2018-02-13,80899.0,3.2939999103546143,118.20070795315173
2018-02-14,83543.0,3.2941999435424805,118.23086686378599
2018-02-15,84291.0,3.216200113296509,118.2610334694663
2018-02-16,84525.0,3.2263998985290527,118.29120777215604
2018-02-19,84793.0,3.2281999588012695,118.32138977381912
2018-02-20,85804.0,3.233099937438965,118.35157947641991
2018-02-21,86052.0,3.254300117492676,118.38177688192334
2018-02-22,86686.0,3.2676000595092773,118.41198199229478
2018-02-23,87293.0,3.248699903488159,118.44219480950014
2018-02-26,87653.0,3.2372000217437744,118.47241533550579
2018-02-27,86935.0,3.2225000858306885,118.50264357227864
2018-02-28,85481.0,3.248500108718872,118.53287952178613
2018-03-01,85378.0,3.244800090789795,118.56312318599613
2018-03-02,85761.0,3.25,118.59337456687705
2018-03-05,86023.0,3.2495999336242676,118.6236336663978
2018-03-06,85653.0,3.240999937057495,118.65390048652777
2018-03-07,85484.0,3.2079999446868896,118.68417502923691
2018-03-08,84985.0,3.2428998947143555,118.71445729649564
2018-03-09,86371.0,3.2660999298095703,118.74474729027484
2018-03-12,86900.0,3.2560999393463135,118.77504501254596
2018-03-13,86384.0,3.2602999210357666,118.80535046528094
2018-03-14,86051.0,3.258699893951416,118.83566365045218
2018-03-15,84928.0,3.258500099182129,118.8659845700326
2018-03-16,84886.0,3.282099962234497,118.89631322599566
2018-03-19,83913.0,3.280100107192993,118.92664962031527
2018-03-20,84164.0,3.28410005569458,118.95699375496591
2018-03-21,84977.0,3.3087000846862793,118.98734563192251
2018-03-22,84768.0,3.272700071334839,119.01659629109918
2018-03-23,84377.0,3.3141000270843506,119.0458541409654
2018-03-26,85088.0,3.314500093460083,119.07511918328886
2018-03-27,83808.0,3.31030011177063,119.10439141983767
2018-03-28,83874.0,3.3229000568389893,119.13367085238038
2018-03-29,85366.0,3.3192999362945557,119.16295748268601
2018-03-30,85366.0,3.303499937057495,119.16295748268601
2018-04-02,84666.0,3.302000045776367,119.19225131252398
2018-04-03,84623.0,3.3094000816345215,119.22155234366411
2018-04-04,84360.0,3.339400053024292,119.25086057787675
2018-04-05,85210.0,3.327699899673462,119.28017601693259
2018-04-06,84820.0,3.341599941253662,119.30949866260283
2018-04-09,83307.0,3.367500066757202,119.33882851665905
2018-04-10,84510.0,3.4210000038146973,119.36816558087328
2018-04-11,85246.0,3.4072999954223633,119.39750985701802
2018-04-12,85444.0,3.3731000423431396,119.42686134686615
2018-04-13,84334.0,3.4110000133514404,119.45622005219103
2018-04-16,82862.0,3.424299955368042,119.48558597476644
2018-04-17,84086.0,3.416100025177002,119.5149591163666
2018-04-18,85776.0,3.4058001041412354,119.54433947876618
2018-04-19,85824.0,3.3770999908447266,119.57372706374024
2018-04-20,85550.0,3.382699966430664,119.6031218730643
2018-04-23,85602.0,3.4137001037597656,119.63252390851433
2018-04-24,85469.0,3.448899984359741,119.66193317186675
2018-04-25,85044.0,3.4714999198913574,119.69134966489838
2018-04-26,86383.0,3.4809000492095947,119.7207733893865
2018-04-27,86445.0,3.4742000102996826,119.75020434710879
2018-04-30,86115.0,3.4581000804901123,119.77964253984344
2018-05-01,86115.0,3.5058000087738037,119.77964253984344
2018-05-02,84547.0,3.5060999393463135,119.809087969369
2018-05-03,83288.0,3.5495998859405518,119.83854063746449
2018-05-04,83118.0,3.526599884033203,119.86800054590938
2018-05-07,82714.0,3.5255000591278076,119.89746769648357
2018-05-08,82956.0,3.5492000579833984,119.92694209096739
2018-05-09,84265.0,3.5618999004364014,119.9564237311416
2018-05-10,85861.0,3.5903000831604004,119.98591261878741
2018-05-11,85220.0,3.549499988555908,120.01540875568648
2018-05-14,85232.0,3.6029000282287598,120.04491214362088
2018-05-15,85130.0,3.6215999126434326,120.07442278437313
2018-05-16,86537.0,3.648699998855591,120.10394067972618
2018-05-17,83622.0,3.6744000911712646,120.13346583146347
