Date,CEMB,EMB,EWA,EWC,EWG,EWJ,EWL,EWN,EWQ,EWT,EWU,EWY,FXI,HYG,IEF,IGLB,IGSB,INDY,IVV,LQD,SHV,SHY,TIP,TLT
2016-09-02,32.681026458740234,72.74559020996094,13.466171264648438,21.026735305786133,20.907737731933594,40.84626388549805,25.065034866333008,20.41271209716797,18.744543075561523,18.266408920288086,22.146728515625,47.35969924926758,29.921649932861328,51.41252517700195,88.50534057617188,41.56462860107422,39.81382751464844,24.844316482543945,185.80116271972656,86.82776641845703,87.87422943115234,69.31825256347656,85.10928344726562,104.65751647949219
2016-09-06,32.86771011352539,73.19354248046875,13.704514503479004,21.278799057006836,21.02590560913086,41.075721740722656,25.351533889770508,20.420764923095703,18.844125747680664,18.769155502319336,22.18773651123047,48.825199127197266,30.37738800048828,51.47169876098633,88.91812133789062,41.66268539428711,39.8288688659668,25.168657302856445,186.42718505859375,87.13044738769531,87.91405487060547,69.3671875,85.51422882080078,105.42002868652344
2016-09-07,32.95781707763672,73.3989028930664,13.67141056060791,21.197486877441406,21.10468292236328,41.272422790527344,25.376094818115234,20.372461318969727,18.882427215576172,18.805065155029297,22.051027297973633,48.86659622192383,30.369522094726562,51.32971954345703,88.96574401855469,41.66921615600586,39.8326416015625,25.047029495239258,186.3933563232422,87.01078033447266,87.89817810058594,69.3671875,85.62467193603516,105.344482421875
2016-09-08,32.9192008972168,73.0628890991211,13.519139289855957,21.15683364868164,20.99439239501953,41.075721740722656,25.32697868347168,20.259780883789062,18.87476348876953,18.721275329589844,22.023693084716797,48.30358123779297,30.660259246826172,51.23501968383789,88.52920532226562,41.30308151245117,39.81382751464844,24.998374938964844,185.9534912109375,86.39835357666016,87.89019012451172,69.31825256347656,85.32279968261719,104.02338409423828
2016-09-09,32.777587890625,72.34738159179688,13.088802337646484,20.612062454223633,20.537473678588867,40.42008590698242,24.909500122070312,19.752674102783203,18.49941635131836,18.003067016601562,21.613561630249023,46.66421127319336,30.039508819580078,50.7440071105957,88.10845947265625,40.819236755371094,39.776180267333984,24.35781478881836,181.4951934814453,85.7507553100586,87.89817810058594,69.29378509521484,84.73377227783203,102.30967712402344
2016-09-12,32.69392013549805,72.3349380493164,13.214594841003418,20.685237884521484,20.679279327392578,40.74790573120117,25.16326141357422,19.937807083129883,18.644962310791016,18.074888229370117,21.750268936157227,46.7718505859375,30.078800201416016,50.92144775390625,88.18785095214844,40.6557731628418,39.78368377685547,24.576736450195312,184.10919189453125,85.75777435302734,87.88224029541016,69.31825256347656,84.76319122314453,102.3624496459961
2016-09-13,32.48790740966797,71.53853607177734,12.764397621154785,20.140460968017578,20.403553009033203,40.026710510253906,24.827646255493164,19.59974479675293,18.269607543945312,17.691843032836914,21.25812339782715,45.264949798583984,29.27732276916504,50.531009674072266,87.86241912841797,40.44000244140625,39.7573356628418,24.106447219848633,181.43594360351562,85.4761962890625,87.89019012451172,69.29378509521484,84.38768005371094,101.19987487792969
2016-09-14,32.55874252319336,71.67538452148438,12.870322227478027,20.12419891357422,20.395675659179688,39.76445007324219,24.8194580078125,19.591693878173828,18.170026779174805,17.823514938354492,21.28546142578125,45.463661193847656,29.27732276916504,50.519161224365234,88.06088256835938,40.256935119628906,39.7874870300293,24.236183166503906,181.33444213867188,85.53252410888672,87.87422943115234,69.33456420898438,84.5202407836914,101.3508529663086
2016-09-15,32.5394287109375,71.97412109375,13.115283966064453,20.400651931762695,20.56110954284668,39.961143493652344,24.999547958374023,19.752674102783203,18.238967895507812,18.12276840209961,21.517866134643555,45.98527908325195,29.819496154785156,50.81501007080078,88.08466339111328,40.355003356933594,39.802547454833984,24.52808952331543,183.17018127441406,85.58882904052734,87.88224029541016,69.3917007446289,84.4981460571289,100.91301727294922
2016-09-16,32.391353607177734,71.76880645751953,13.102044105529785,20.254289627075195,20.104202270507812,39.63331604003906,24.60662841796875,19.438762664794922,17.955537796020508,17.9910945892334,21.18977165222168,45.703773498535156,29.64663314819336,50.826820373535156,88.17990112304688,40.511932373046875,39.794986724853516,24.36591911315918,182.4088592529297,85.6874008178711,87.90608215332031,69.3590087890625,84.63803100585938,101.72834777832031
2016-09-19,32.494354248046875,72.02385711669922,13.155009269714355,20.327472686767578,20.230241775512695,39.76445007324219,24.696670532226562,19.53535270690918,18.116405487060547,18.55368995666504,21.35381507873535,46.14259338378906,29.709491729736328,50.85639572143555,88.0290756225586,40.50539779663086,39.78368377685547,24.479434967041016,182.50189208984375,85.65924072265625,87.89817810058594,69.34269714355469,84.53489685058594,101.39617919921875
2016-09-20,32.590919494628906,72.1047592163086,13.234457015991211,20.343730926513672,20.31690216064453,40.32174301147461,24.88494300842285,19.623891830444336,18.154708862304688,18.56566047668457,21.367488861083984,46.54829788208008,29.772356033325195,50.7972297668457,88.16407775878906,40.63616180419922,39.78368377685547,24.374025344848633,182.518798828125,85.77193450927734,87.93000030517578,69.32637023925781,84.5202407836914,101.75093841552734
2016-09-21,32.7518310546875,72.88870239257812,13.532376289367676,20.76654815673828,20.592618942260742,41.50189208984375,25.14689064025879,19.913663864135742,18.39983367919922,18.9846134185791,21.599891662597656,47.88959884643555,30.50311279296875,51.21727752685547,88.30691528320312,40.9565544128418,39.7874870300293,24.82809829711914,184.5575714111328,86.20830535888672,87.93000030517578,69.34269714355469,84.9178237915039,102.57379913330078
2016-09-22,32.78403854370117,73.17491912841797,13.618444442749023,20.953561782836914,20.907737731933594,42.02639389038086,25.433393478393555,20.1390380859375,18.675601959228516,18.924766540527344,21.79128074645996,48.27046203613281,30.613113403320312,51.388885498046875,88.56891632080078,41.19193649291992,39.79121017456055,24.965944290161133,185.6912384033203,86.56026458740234,87.93000030517578,69.32637023925781,85.3375244140625,103.38919830322266
2016-09-23,32.86771011352539,72.94471740722656,13.598583221435547,20.677108764648438,20.828956604003906,41.43632888793945,25.22875213623047,20.074649810791016,18.55303382873535,18.74521255493164,21.599891662597656,47.73229217529297,30.102367401123047,51.32971954345703,88.60853576660156,41.04807662963867,39.794986724853516,24.609174728393555,184.7183380126953,86.49693298339844,87.953857421875,69.3671875,85.57313537597656,103.29108428955078
2016-09-26,32.76471710205078,72.72071075439453,13.585345268249512,20.490093231201172,20.490211486816406,41.075721740722656,25.024105072021484,19.865367889404297,18.338552474975586,18.50581169128418,21.381160736083984,47.21894836425781,29.48162841796875,51.10489273071289,88.86258697509766,41.33578109741211,39.81005096435547,24.292943954467773,183.19044494628906,86.63066101074219,87.96978759765625,69.4079818725586,85.60993194580078,103.94782257080078
2016-09-27,32.78403854370117,72.92603302001953,13.730995178222656,20.473831176757812,20.442941665649414,41.53467559814453,25.105960845947266,19.88951301574707,18.33089256286621,18.74521255493164,21.435842514038086,48.27046203613281,29.858789443969727,51.25278854370117,89.01341247558594,41.42729949951172,39.82133102416992,24.503759384155273,184.3042755126953,86.841796875,87.93000030517578,69.41614532470703,85.6835708618164,104.71034240722656
2016-09-28,32.86127471923828,73.00070190429688,13.889888763427734,20.880380630493164,20.647768020629883,41.469112396240234,25.29423713684082,20.090744018554688,18.560699462890625,18.88885498046875,21.681917190551758,48.54369354248047,30.110225677490234,51.59592819213867,88.97366333007812,41.512306213378906,39.8326416015625,24.74701690673828,185.2735595703125,86.89812469482422,87.96184539794922,69.4079818725586,85.78663635253906,104.48387145996094
2016-09-29,32.88058090209961,72.708251953125,13.730995178222656,20.82346534729004,20.238122940063477,41.174068450927734,24.93406105041504,19.825124740600586,18.231306076049805,18.709304809570312,21.517866134643555,47.86476135253906,29.79591941833496,51.40068817138672,89.02926635742188,41.4796142578125,39.8288688659668,23.838865280151367,183.6070098876953,86.86294555664062,87.953857421875,69.43242645263672,85.77191162109375,104.74807739257812
2016-09-30,32.86771011352539,72.92603302001953,13.836923599243164,20.888511657714844,20.695037841796875,41.1085090637207,25.00773048400879,20.171236038208008,18.5070743560791,18.7930908203125,21.65457534790039,48.12971115112305,29.86664390563965,51.62551498413086,88.80701446533203,41.36192321777344,39.806270599365234,24.1632022857666,184.98446655273438,86.70806884765625,87.94593811035156,69.3753662109375,85.77191162109375,103.81197357177734
2016-10-03,32.887081146240234,73.07103729248047,13.86340618133545,20.84785270690918,20.60837745666504,40.977386474609375,24.9504337310791,20.1390380859375,18.453454971313477,18.7930908203125,21.640901565551758,48.055198669433594,29.898073196411133,51.59342575073242,88.60034942626953,41.24186706542969,39.76933670043945,24.568628311157227,184.41476440429688,86.46243286132812,87.90847778320312,69.36634063720703,85.6909408569336,103.46936798095703
2016-10-04,32.822479248046875,72.7523422241211,13.757475852966309,20.51448631286621,20.702913284301758,40.74790573120117,24.901315689086914,20.219533920288086,18.491756439208984,18.64945411682129,21.709259033203125,47.127872467041016,29.65449333190918,51.50430679321289,88.19497680664062,40.979496002197266,39.75426483154297,24.438892364501953,183.6070098876953,86.0602035522461,87.90847778320312,69.30923461914062,85.2712631225586,102.25932312011719
2016-10-05,32.693321228027344,72.77108001708984,13.836923599243164,20.69336700439453,20.789567947387695,41.010169982910156,25.024105072021484,20.308076858520508,18.591341018676758,18.829004287719727,21.722932815551758,47.74056625366211,30.37738800048828,51.640968322753906,87.99625396728516,40.894203186035156,39.746742248535156,24.48754119873047,184.41476440429688,85.96845245361328,87.93238067626953,69.2684097290039,85.13133239746094,101.78286743164062
2016-10-06,32.86772155761719,72.6585693359375,13.84354305267334,20.612062454223633,20.695037841796875,40.813472747802734,24.827646255493164,20.25172996520996,18.5070743560791,18.85294532775879,21.50419807434082,47.988956451416016,30.487398147583008,51.67068099975586,87.81349182128906,40.84172821044922,39.761817932128906,24.349700927734375,184.5933380126953,85.97552490234375,87.90847778320312,69.2684097290039,85.175537109375,101.21558380126953
2016-10-07,32.8806266784668,72.70233917236328,13.79057788848877,20.441307067871094,20.545358657836914,40.813472747802734,24.68848419189453,20.026351928710938,18.39983367919922,18.85294532775879,21.25812339782715,47.69916534423828,30.24380874633789,51.789554595947266,87.94062042236328,40.91389465332031,39.75804901123047,24.341594696044922,183.87060546875,86.18016815185547,87.94036102294922,69.2928695678711,85.15345001220703,101.28367614746094
2016-10-10,32.887081146240234,72.97103118896484,13.89650821685791,20.660842895507812,20.679279327392578,40.94459533691406,24.70486068725586,20.042451858520508,18.491756439208984,19.020526885986328,21.23077964782715,48.18767166137695,30.675968170166016,51.93809127807617,87.71015167236328,40.83515167236328,39.761817932128906,24.479434967041016,184.79742431640625,86.18016815185547,87.91645050048828,69.26025390625,85.03562927246094,100.68621063232422
2016-10-11,32.84833526611328,72.38990020751953,13.631686210632324,20.50635528564453,20.458702087402344,40.5839958190918,24.47565269470215,19.7446346282959,18.238967895507812,18.625511169433594,20.779644012451172,46.3909797668457,29.764495849609375,51.646907806396484,87.68627166748047,40.65150451660156,39.750518798828125,24.228071212768555,182.51869201660156,85.9119873046875,87.94036102294922,69.25211334228516,84.96936798095703,100.45934295654297
2016-10-12,32.86124801635742,72.38990020751953,13.724373817443848,20.54701042175293,20.30902099609375,40.518436431884766,24.377422332763672,19.728530883789062,18.17768669128418,18.829004287719727,20.779644012451172,46.44065856933594,29.72521209716797,51.629058837890625,87.68627166748047,40.7039680480957,39.76933670043945,24.195642471313477,182.7482452392578,86.0249252319336,87.92445373535156,69.25211334228516,84.93991088867188,100.55766296386719
2016-10-13,32.8806266784668,72.55859375,13.684650421142578,20.636451721191406,20.1987361907959,40.4528694152832,24.254634857177734,19.53535270690918,18.116405487060547,18.589601516723633,20.711288452148438,45.98527908325195,29.253755569458008,51.498329162597656,87.86907958984375,40.87453079223633,39.78819274902344,23.928062438964844,182.1870880126953,86.23664855957031,87.94828796386719,69.27655792236328,85.07246398925781,100.93576049804688
2016-10-14,32.71916580200195,72.19622039794922,13.704514503479004,20.66897201538086,20.301143646240234,40.4528694152832,24.328310012817383,19.55950164794922,18.17768669128418,18.50581169128418,20.64293098449707,45.836246490478516,29.53662109375,51.6171989440918,87.59882354736328,40.55965805053711,39.79196548461914,23.97670555114746,182.2041473388672,85.83436584472656,87.94828796386719,69.26025390625,84.99143981933594,99.5215072631836
2016-10-17,32.835445404052734,72.21492767333984,13.664786338806152,20.72589111328125,20.222368240356445,40.485652923583984,24.16459083557129,19.53535270690918,18.170026779174805,18.493839263916016,20.492555618286133,46.09291076660156,29.26947593688965,51.54588317871094,87.78958129882812,40.71710205078125,39.78819274902344,23.84697914123535,181.6003875732422,86.11664581298828,87.94828796386719,69.31739044189453,85.37432861328125,100.15678405761719
2016-10-18,32.84187316894531,72.32740020751953,13.836923599243164,20.929166793823242,20.395675659179688,40.71512985229492,24.352863311767578,19.728530883789062,18.353870391845703,18.817035675048828,20.779644012451172,46.8629264831543,29.748775482177734,51.75389099121094,87.96453857421875,40.92699432373047,39.80326843261719,24.301050186157227,182.72276306152344,86.32837677001953,87.94036102294922,69.34183502197266,85.42584991455078,100.48197937011719
2016-10-19,32.90646743774414,72.42115020751953,13.942852020263672,21.075523376464844,20.4350643157959,40.84626388549805,24.41016387939453,19.728530883789062,18.369192123413086,18.936735153198242,20.847999572753906,47.22722244262695,29.780214309692383,51.902435302734375,88.00423431396484,41.07789611816406,39.825889587402344,24.292943954467773,183.1734161376953,86.44129180908203,87.95629119873047,69.34183502197266,85.54364013671875,100.56514739990234
2016-10-20,32.95167922973633,72.48363494873047,13.803823471069336,20.929166793823242,20.4350643157959,41.20685577392578,24.295562744140625,19.78487777709961,18.392175674438477,18.87688446044922,20.82065773010254,46.70561218261719,29.74091911315918,51.90837860107422,87.92476654052734,41.13690185546875,39.799495697021484,24.292943954467773,182.85879516601562,86.41309356689453,87.93238067626953,69.30923461914062,85.41116333007812,100.67102813720703
2016-10-21,32.977508544921875,72.7835464477539,13.724373817443848,20.896642684936523,20.35628890991211,41.20685577392578,24.221891403198242,19.728530883789062,18.33089256286621,18.840974807739258,20.793315887451172,46.52345657348633,29.72521209716797,51.92028045654297,88.0201187133789,41.11069107055664,39.8145866394043,24.219970703125,182.94381713867188,86.46243286132812,87.94828796386719,69.32555389404297,85.5068588256836,100.82231903076172
